Lab,Num,gGSP,file,Metric,Target,Type,MetricName,MetricIsRMSD,MetricIsTM,label,rank_gGSP,rank_Metric,delta_rank_signed,delta_rank_abs
ts229,4,0.65,TS229_4,15.624,CR1149,Viral element,RMSD,True,False,ts229_4,81.0,37.0,44.0,44.0
ts229,5,0.657,TS229_5,14.366,CR1149,Viral element,RMSD,True,False,ts229_5,74.0,21.0,53.0,53.0
ts232,1,0.669,TS232_1,18.62,CR1149,Viral element,RMSD,True,False,ts232_1,61.0,77.0,-16.0,16.0
ts232,2,0.666,TS232_2,17.891,CR1149,Viral element,RMSD,True,False,ts232_2,63.0,66.0,-3.0,3.0
ts232,3,0.666,TS232_3,17.849,CR1149,Viral element,RMSD,True,False,ts232_3,63.0,63.0,0.0,0.0
ts232,4,0.709,TS232_4,24.1,CR1149,Viral element,RMSD,True,False,ts232_4,18.0,115.0,-97.0,97.0
ts232,5,0.708,TS232_5,10.437,CR1149,Viral element,RMSD,True,False,ts232_5,19.0,8.0,11.0,11.0
ts235,1,0.652,TS235_1,21.011,CR1149,Viral element,RMSD,True,False,ts235_1,78.0,101.0,-23.0,23.0
ts235,2,0.666,TS235_2,18.48,CR1149,Viral element,RMSD,True,False,ts235_2,63.0,76.0,-13.0,13.0
ts235,3,0.645,TS235_3,18.382,CR1149,Viral element,RMSD,True,False,ts235_3,91.0,75.0,16.0,16.0
ts235,4,0.64,TS235_4,19.904,CR1149,Viral element,RMSD,True,False,ts235_4,98.0,92.0,6.0,6.0
ts235,5,0.662,TS235_5,20.494,CR1149,Viral element,RMSD,True,False,ts235_5,70.0,97.0,-27.0,27.0
ts238,1,0.648,TS238_1,17.43,CR1149,Viral element,RMSD,True,False,ts238_1,86.0,58.0,28.0,28.0
ts238,2,0.547,TS238_2,16.74,CR1149,Viral element,RMSD,True,False,ts238_2,110.0,47.0,63.0,63.0
ts239,1,0.669,TS239_1,14.975,CR1149,Viral element,RMSD,True,False,ts239_1,61.0,31.0,30.0,30.0
ts239,2,0.651,TS239_2,16.825,CR1149,Viral element,RMSD,True,False,ts239_2,80.0,49.0,31.0,31.0
ts239,3,0.644,TS239_3,15.731,CR1149,Viral element,RMSD,True,False,ts239_3,93.0,38.0,55.0,55.0
ts239,4,0.604,TS239_4,15.618,CR1149,Viral element,RMSD,True,False,ts239_4,107.0,36.0,71.0,71.0
ts239,5,0.66,TS239_5,18.101,CR1149,Viral element,RMSD,True,False,ts239_5,72.0,68.0,4.0,4.0
ts245,1,0.39,TS245_1,22.133,CR1149,Viral element,RMSD,True,False,ts245_1,121.0,110.0,11.0,11.0
ts245,2,0.448,TS245_2,23.133,CR1149,Viral element,RMSD,True,False,ts245_2,117.0,114.0,3.0,3.0
ts245,3,0.452,TS245_3,17.016,CR1149,Viral element,RMSD,True,False,ts245_3,115.0,52.0,63.0,63.0
ts245,4,0.472,TS245_4,18.752,CR1149,Viral element,RMSD,True,False,ts245_4,113.0,80.0,33.0,33.0
ts245,5,0.37,TS245_5,25.661,CR1149,Viral element,RMSD,True,False,ts245_5,124.0,120.0,4.0,4.0
ts248,1,0.707,TS248_1,14.454,CR1149,Viral element,RMSD,True,False,ts248_1,20.0,23.0,-3.0,3.0
ts248,2,0.713,TS248_2,25.271,CR1149,Viral element,RMSD,True,False,ts248_2,15.0,118.0,-103.0,103.0
ts248,3,0.731,TS248_3,15.573,CR1149,Viral element,RMSD,True,False,ts248_3,6.0,35.0,-29.0,29.0
ts248,4,0.7,TS248_4,18.379,CR1149,Viral element,RMSD,True,False,ts248_4,29.0,73.0,-44.0,44.0
ts248,5,0.65,TS248_5,20.612,CR1149,Viral element,RMSD,True,False,ts248_5,81.0,99.0,-18.0,18.0
ts287,1,0.675,TS287_1,14.188,CR1149,Viral element,RMSD,True,False,ts287_1,55.0,19.0,36.0,36.0
ts287,2,0.692,TS287_2,18.906,CR1149,Viral element,RMSD,True,False,ts287_2,37.0,85.0,-48.0,48.0
ts287,3,0.705,TS287_3,16.072,CR1149,Viral element,RMSD,True,False,ts287_3,22.0,40.0,-18.0,18.0
ts287,4,0.7,TS287_4,14.019,CR1149,Viral element,RMSD,True,False,ts287_4,29.0,17.0,12.0,12.0
ts287,5,0.648,TS287_5,22.028,CR1149,Viral element,RMSD,True,False,ts287_5,86.0,109.0,-23.0,23.0
ts385,1,0.411,TS385_1,22.248,CR1149,Viral element,RMSD,True,False,ts385_1,119.0,112.0,7.0,7.0
ts385,2,0.45,TS385_2,23.129,CR1149,Viral element,RMSD,True,False,ts385_2,116.0,113.0,3.0,3.0
ts385,3,0.461,TS385_3,16.954,CR1149,Viral element,RMSD,True,False,ts385_3,114.0,51.0,63.0,63.0
ts385,4,0.488,TS385_4,18.894,CR1149,Viral element,RMSD,True,False,ts385_4,111.0,83.0,28.0,28.0
ts385,5,0.377,TS385_5,25.646,CR1149,Viral element,RMSD,True,False,ts385_5,122.0,119.0,3.0,3.0
ts392,1,0.633,TS392_1,14.686,CR1149,Viral element,RMSD,True,False,ts392_1,104.0,28.0,76.0,76.0
ts392,2,0.549,TS392_2,21.399,CR1149,Viral element,RMSD,True,False,ts392_2,109.0,105.0,4.0,4.0
ts392,3,0.334,TS392_3,32.207,CR1149,Viral element,RMSD,True,False,ts392_3,128.0,126.0,2.0,2.0
ts392,4,0.65,TS392_4,12.68,CR1149,Viral element,RMSD,True,False,ts392_4,81.0,11.0,70.0,70.0
ts392,5,0.662,TS392_5,24.187,CR1149,Viral element,RMSD,True,False,ts392_5,70.0,116.0,-46.0,46.0
ts416,1,0.663,TS416_1,17.201,CR1149,Viral element,RMSD,True,False,ts416_1,69.0,54.0,15.0,15.0
ts416,2,0.656,TS416_2,14.751,CR1149,Viral element,RMSD,True,False,ts416_2,75.0,29.0,46.0,46.0
ts416,3,0.722,TS416_3,7.648,CR1149,Viral element,RMSD,True,False,ts416_3,9.0,3.0,6.0,6.0
ts416,4,0.653,TS416_4,14.662,CR1149,Viral element,RMSD,True,False,ts416_4,76.0,26.0,50.0,50.0
ts416,5,0.639,TS416_5,18.729,CR1149,Viral element,RMSD,True,False,ts416_5,101.0,78.0,23.0,23.0
ts434,1,0.665,TS434_1,16.395,CR1149,Viral element,RMSD,True,False,ts434_1,66.0,42.0,24.0,24.0
ts434,2,0.696,TS434_2,17.241,CR1149,Viral element,RMSD,True,False,ts434_2,34.0,55.0,-21.0,21.0
ts434,3,0.683,TS434_3,16.519,CR1149,Viral element,RMSD,True,False,ts434_3,46.0,44.0,2.0,2.0
ts434,4,0.682,TS434_4,18.348,CR1149,Viral element,RMSD,True,False,ts434_4,49.0,72.0,-23.0,23.0
ts434,5,0.683,TS434_5,18.166,CR1149,Viral element,RMSD,True,False,ts434_5,46.0,70.0,-24.0,24.0
ts470,1,0.643,TS470_1,17.642,CR1149,Viral element,RMSD,True,False,ts470_1,96.0,60.0,36.0,36.0
ts470,2,0.649,TS470_2,16.557,CR1149,Viral element,RMSD,True,False,ts470_2,84.0,45.0,39.0,39.0
ts470,3,0.644,TS470_3,17.889,CR1149,Viral element,RMSD,True,False,ts470_3,93.0,64.0,29.0,29.0
ts470,4,0.648,TS470_4,17.342,CR1149,Viral element,RMSD,True,False,ts470_4,86.0,56.0,30.0,30.0
ts470,5,0.64,TS470_5,15.324,CR1149,Viral element,RMSD,True,False,ts470_5,98.0,33.0,65.0,65.0
ts489,1,0.643,TS489_1,17.642,CR1149,Viral element,RMSD,True,False,ts489_1,96.0,60.0,36.0,36.0
ts489,2,0.649,TS489_2,16.557,CR1149,Viral element,RMSD,True,False,ts489_2,84.0,45.0,39.0,39.0
ts489,3,0.644,TS489_3,17.889,CR1149,Viral element,RMSD,True,False,ts489_3,93.0,64.0,29.0,29.0
ts489,4,0.648,TS489_4,17.342,CR1149,Viral element,RMSD,True,False,ts489_4,86.0,56.0,30.0,30.0
ts489,5,0.64,TS489_5,15.324,CR1149,Viral element,RMSD,True,False,ts489_5,98.0,33.0,65.0,65.0
ts029,1,0.328,TS029_1,25.013,CR1156,Viral element,RMSD,True,False,ts029_1,135.0,105.0,30.0,30.0
ts029,2,0.295,TS029_2,27.434,CR1156,Viral element,RMSD,True,False,ts029_2,142.0,127.0,15.0,15.0
ts029,3,0.397,TS029_3,26.963,CR1156,Viral element,RMSD,True,False,ts029_3,120.0,125.0,-5.0,5.0
ts029,4,0.309,TS029_4,25.068,CR1156,Viral element,RMSD,True,False,ts029_4,137.0,106.0,31.0,31.0
ts029,5,0.354,TS029_5,35.745,CR1156,Viral element,RMSD,True,False,ts029_5,129.0,134.0,-5.0,5.0
ts035,1,0.694,TS035_1,19.171,CR1156,Viral element,RMSD,True,False,ts035_1,20.0,49.0,-29.0,29.0
ts035,2,0.723,TS035_2,16.149,CR1156,Viral element,RMSD,True,False,ts035_2,3.0,29.0,-26.0,26.0
ts035,3,0.718,TS035_3,14.986,CR1156,Viral element,RMSD,True,False,ts035_3,7.0,14.0,-7.0,7.0
ts035,4,0.68,TS035_4,20.46,CR1156,Viral element,RMSD,True,False,ts035_4,28.0,61.0,-33.0,33.0
ts035,5,0.694,TS035_5,15.449,CR1156,Viral element,RMSD,True,False,ts035_5,20.0,18.0,2.0,2.0
ts054,1,0.678,TS054_1,25.301,CR1156,Viral element,RMSD,True,False,ts054_1,29.0,113.0,-84.0,84.0
ts054,2,0.73,TS054_2,16.218,CR1156,Viral element,RMSD,True,False,ts054_2,1.0,31.0,-30.0,30.0
ts054,3,0.691,TS054_3,15.67,CR1156,Viral element,RMSD,True,False,ts054_3,25.0,24.0,1.0,1.0
ts054,4,0.558,TS054_4,20.217,CR1156,Viral element,RMSD,True,False,ts054_4,89.0,58.0,31.0,31.0
ts054,5,0.682,TS054_5,20.86,CR1156,Viral element,RMSD,True,False,ts054_5,27.0,68.0,-41.0,41.0
ts076,1,0.672,TS076_1,19.692,CR1156,Viral element,RMSD,True,False,ts076_1,32.0,52.0,-20.0,20.0
ts076,2,0.667,TS076_2,21.029,CR1156,Viral element,RMSD,True,False,ts076_2,34.0,71.0,-37.0,37.0
ts076,3,0.576,TS076_3,25.867,CR1156,Viral element,RMSD,True,False,ts076_3,78.0,118.0,-40.0,40.0
ts076,4,0.688,TS076_4,12.22,CR1156,Viral element,RMSD,True,False,ts076_4,26.0,6.0,20.0,20.0
ts076,5,0.695,TS076_5,26.05,CR1156,Viral element,RMSD,True,False,ts076_5,18.0,120.0,-102.0,102.0
ts081,1,0.646,TS081_1,23.715,CR1156,Viral element,RMSD,True,False,ts081_1,48.0,93.0,-45.0,45.0
ts081,2,0.631,TS081_2,23.604,CR1156,Viral element,RMSD,True,False,ts081_2,60.0,91.0,-31.0,31.0
ts081,3,0.617,TS081_3,21.617,CR1156,Viral element,RMSD,True,False,ts081_3,66.0,75.0,-9.0,9.0
ts081,4,0.658,TS081_4,17.041,CR1156,Viral element,RMSD,True,False,ts081_4,38.0,37.0,1.0,1.0
ts081,5,0.63,TS081_5,24.498,CR1156,Viral element,RMSD,True,False,ts081_5,61.0,99.0,-38.0,38.0
ts091,1,0.313,TS091_1,86.859,CR1156,Viral element,RMSD,True,False,ts091_1,136.0,141.0,-5.0,5.0
ts091,2,0.304,TS091_2,92.609,CR1156,Viral element,RMSD,True,False,ts091_2,140.0,142.0,-2.0,2.0
ts091,3,0.305,TS091_3,97.265,CR1156,Viral element,RMSD,True,False,ts091_3,139.0,143.0,-4.0,4.0
ts091,4,0.303,TS091_4,99.895,CR1156,Viral element,RMSD,True,False,ts091_4,141.0,144.0,-3.0,3.0
ts091,5,0.308,TS091_5,103.161,CR1156,Viral element,RMSD,True,False,ts091_5,138.0,145.0,-7.0,7.0
ts097,1,0.23,TS097_1,36.104,CR1156,Viral element,RMSD,True,False,ts097_1,143.0,135.0,8.0,8.0
ts097,2,0.214,TS097_2,35.656,CR1156,Viral element,RMSD,True,False,ts097_2,145.0,133.0,12.0,12.0
ts097,3,0.223,TS097_3,33.406,CR1156,Viral element,RMSD,True,False,ts097_3,144.0,132.0,12.0,12.0
ts110,1,0.727,TS110_1,12.888,CR1156,Viral element,RMSD,True,False,ts110_1,2.0,8.0,-6.0,6.0
ts110,2,0.723,TS110_2,25.894,CR1156,Viral element,RMSD,True,False,ts110_2,3.0,119.0,-116.0,116.0
ts110,3,0.717,TS110_3,24.111,CR1156,Viral element,RMSD,True,False,ts110_3,10.0,96.0,-86.0,86.0
ts110,4,0.668,TS110_4,13.939,CR1156,Viral element,RMSD,True,False,ts110_4,33.0,9.0,24.0,24.0
ts110,5,0.646,TS110_5,17.26,CR1156,Viral element,RMSD,True,False,ts110_5,48.0,39.0,9.0,9.0
ts119,1,0.694,TS119_1,25.422,CR1156,Viral element,RMSD,True,False,ts119_1,20.0,115.0,-95.0,95.0
ts119,2,0.718,TS119_2,12.823,CR1156,Viral element,RMSD,True,False,ts119_2,7.0,7.0,0.0,0.0
ts119,3,0.718,TS119_3,12.137,CR1156,Viral element,RMSD,True,False,ts119_3,7.0,5.0,2.0,2.0
ts119,4,0.721,TS119_4,14.842,CR1156,Viral element,RMSD,True,False,ts119_4,6.0,12.0,-6.0,6.0
ts119,5,0.604,TS119_5,18.089,CR1156,Viral element,RMSD,True,False,ts119_5,67.0,43.0,24.0,24.0
ts125,1,0.552,TS125_1,26.919,CR1156,Viral element,RMSD,True,False,ts125_1,97.0,123.0,-26.0,26.0
ts125,2,0.576,TS125_2,25.728,CR1156,Viral element,RMSD,True,False,ts125_2,78.0,117.0,-39.0,39.0
ts125,3,0.674,TS125_3,16.796,CR1156,Viral element,RMSD,True,False,ts125_3,31.0,36.0,-5.0,5.0
ts125,4,0.558,TS125_4,20.217,CR1156,Viral element,RMSD,True,False,ts125_4,89.0,58.0,31.0,31.0
ts125,5,0.676,TS125_5,22.911,CR1156,Viral element,RMSD,True,False,ts125_5,30.0,86.0,-56.0,56.0
ts128,1,0.708,TS128_1,7.438,CR1156,Viral element,RMSD,True,False,ts128_1,14.0,2.0,12.0,12.0
ts128,2,0.704,TS128_2,17.223,CR1156,Viral element,RMSD,True,False,ts128_2,15.0,38.0,-23.0,23.0
ts128,3,0.71,TS128_3,26.16,CR1156,Viral element,RMSD,True,False,ts128_3,13.0,121.0,-108.0,108.0
ts128,4,0.563,TS128_4,23.612,CR1156,Viral element,RMSD,True,False,ts128_4,86.0,92.0,-6.0,6.0
ts128,5,0.656,TS128_5,5.361,CR1156,Viral element,RMSD,True,False,ts128_5,41.0,1.0,40.0,40.0
ts131,1,0.346,TS131_1,72.928,CR1156,Viral element,RMSD,True,False,ts131_1,130.0,140.0,-10.0,10.0
ts131,2,0.342,TS131_2,37.519,CR1156,Viral element,RMSD,True,False,ts131_2,131.0,136.0,-5.0,5.0
ts131,3,0.366,TS131_3,61.257,CR1156,Viral element,RMSD,True,False,ts131_3,126.0,139.0,-13.0,13.0
ts131,4,0.34,TS131_4,45.477,CR1156,Viral element,RMSD,True,False,ts131_4,132.0,138.0,-6.0,6.0
ts131,5,0.336,TS131_5,39.555,CR1156,Viral element,RMSD,True,False,ts131_5,133.0,137.0,-4.0,4.0
ts147,1,0.55,TS147_1,25.092,CR1156,Viral element,RMSD,True,False,ts147_1,104.0,108.0,-4.0,4.0
ts147,2,0.574,TS147_2,18.852,CR1156,Viral element,RMSD,True,False,ts147_2,81.0,46.0,35.0,35.0
ts147,3,0.558,TS147_3,24.943,CR1156,Viral element,RMSD,True,False,ts147_3,89.0,104.0,-15.0,15.0
ts147,4,0.551,TS147_4,21.028,CR1156,Viral element,RMSD,True,False,ts147_4,100.0,70.0,30.0,30.0
ts147,5,0.525,TS147_5,24.013,CR1156,Viral element,RMSD,True,False,ts147_5,116.0,95.0,21.0,21.0
ts177,1,0.39,TS177_1,22.989,CR1156,Viral element,RMSD,True,False,ts177_1,122.0,89.0,33.0,33.0
ts185,1,0.593,TS185_1,19.391,CR1156,Viral element,RMSD,True,False,ts185_1,72.0,51.0,21.0,21.0
ts185,2,0.526,TS185_2,22.951,CR1156,Viral element,RMSD,True,False,ts185_2,115.0,88.0,27.0,27.0
ts185,3,0.559,TS185_3,20.034,CR1156,Viral element,RMSD,True,False,ts185_3,88.0,55.0,33.0,33.0
ts185,4,0.509,TS185_4,21.957,CR1156,Viral element,RMSD,True,False,ts185_4,117.0,76.0,41.0,41.0
ts185,5,0.421,TS185_5,24.648,CR1156,Viral element,RMSD,True,False,ts185_5,119.0,101.0,18.0,18.0
ts227,1,0.568,TS227_1,27.311,CR1156,Viral element,RMSD,True,False,ts227_1,85.0,126.0,-41.0,41.0
ts227,2,0.546,TS227_2,21.593,CR1156,Viral element,RMSD,True,False,ts227_2,108.0,74.0,34.0,34.0
ts227,3,0.556,TS227_3,17.746,CR1156,Viral element,RMSD,True,False,ts227_3,93.0,42.0,51.0,51.0
ts227,4,0.551,TS227_4,23.442,CR1156,Viral element,RMSD,True,False,ts227_4,100.0,90.0,10.0,10.0
ts227,5,0.554,TS227_5,24.226,CR1156,Viral element,RMSD,True,False,ts227_5,94.0,97.0,-3.0,3.0
ts229,1,0.595,TS229_1,16.561,CR1156,Viral element,RMSD,True,False,ts229_1,69.0,32.0,37.0,37.0
ts229,2,0.587,TS229_2,19.009,CR1156,Viral element,RMSD,True,False,ts229_2,74.0,47.0,27.0,27.0
ts229,3,0.542,TS229_3,18.596,CR1156,Viral element,RMSD,True,False,ts229_3,109.0,44.0,65.0,65.0
ts229,4,0.542,TS229_4,17.496,CR1156,Viral element,RMSD,True,False,ts229_4,109.0,40.0,69.0,69.0
ts229,5,0.551,TS229_5,20.652,CR1156,Viral element,RMSD,True,False,ts229_5,100.0,66.0,34.0,34.0
ts232,1,0.664,TS232_1,25.259,CR1156,Viral element,RMSD,True,False,ts232_1,35.0,111.0,-76.0,76.0
ts232,2,0.664,TS232_2,25.638,CR1156,Viral element,RMSD,True,False,ts232_2,35.0,116.0,-81.0,81.0
ts232,3,0.701,TS232_3,7.59,CR1156,Viral element,RMSD,True,False,ts232_3,16.0,3.0,13.0,13.0
ts232,4,0.658,TS232_4,20.587,CR1156,Viral element,RMSD,True,False,ts232_4,38.0,64.0,-26.0,26.0
ts232,5,0.658,TS232_5,22.584,CR1156,Viral element,RMSD,True,False,ts232_5,38.0,80.0,-42.0,42.0
ts235,1,0.57,TS235_1,20.557,CR1156,Viral element,RMSD,True,False,ts235_1,84.0,62.0,22.0,22.0
ts235,2,0.574,TS235_2,20.058,CR1156,Viral element,RMSD,True,False,ts235_2,81.0,56.0,25.0,25.0
ts235,3,0.56,TS235_3,19.924,CR1156,Viral element,RMSD,True,False,ts235_3,87.0,54.0,33.0,33.0
ts235,4,0.576,TS235_4,22.613,CR1156,Viral element,RMSD,True,False,ts235_4,78.0,81.0,-3.0,3.0
ts235,5,0.597,TS235_5,19.716,CR1156,Viral element,RMSD,True,False,ts235_5,68.0,53.0,15.0,15.0
ts238,1,0.55,TS238_1,22.4,CR1156,Viral element,RMSD,True,False,ts238_1,104.0,79.0,25.0,25.0
ts238,2,0.436,TS238_2,20.063,CR1156,Viral element,RMSD,True,False,ts238_2,118.0,57.0,61.0,61.0
ts238,3,0.548,TS238_3,22.738,CR1156,Viral element,RMSD,True,False,ts238_3,106.0,83.0,23.0,23.0
ts238,4,0.529,TS238_4,22.096,CR1156,Viral element,RMSD,True,False,ts238_4,114.0,78.0,36.0,36.0
ts238,5,0.536,TS238_5,22.901,CR1156,Viral element,RMSD,True,False,ts238_5,113.0,85.0,28.0,28.0
ts239,1,0.595,TS239_1,16.561,CR1156,Viral element,RMSD,True,False,ts239_1,69.0,32.0,37.0,37.0
ts239,2,0.586,TS239_2,25.076,CR1156,Viral element,RMSD,True,False,ts239_2,76.0,107.0,-31.0,31.0
ts239,3,0.551,TS239_3,20.652,CR1156,Viral element,RMSD,True,False,ts239_3,100.0,66.0,34.0,34.0
ts239,4,0.553,TS239_4,26.26,CR1156,Viral element,RMSD,True,False,ts239_4,95.0,122.0,-27.0,27.0
ts239,5,0.542,TS239_5,18.596,CR1156,Viral element,RMSD,True,False,ts239_5,109.0,44.0,65.0,65.0
ts245,1,0.373,TS245_1,25.106,CR1156,Viral element,RMSD,True,False,ts245_1,124.0,109.0,15.0,15.0
ts245,2,0.383,TS245_2,20.571,CR1156,Viral element,RMSD,True,False,ts245_2,123.0,63.0,60.0,60.0
ts245,3,0.365,TS245_3,30.605,CR1156,Viral element,RMSD,True,False,ts245_3,127.0,129.0,-2.0,2.0
ts245,4,0.395,TS245_4,25.274,CR1156,Viral element,RMSD,True,False,ts245_4,121.0,112.0,9.0,9.0
ts245,5,0.362,TS245_5,29.049,CR1156,Viral element,RMSD,True,False,ts245_5,128.0,128.0,0.0,0.0
ts248,1,0.694,TS248_1,19.171,CR1156,Viral element,RMSD,True,False,ts248_1,20.0,49.0,-29.0,29.0
ts248,2,0.723,TS248_2,16.149,CR1156,Viral element,RMSD,True,False,ts248_2,3.0,29.0,-26.0,26.0
ts248,3,0.717,TS248_3,15.304,CR1156,Viral element,RMSD,True,False,ts248_3,10.0,15.0,-5.0,5.0
ts248,4,0.694,TS248_4,15.449,CR1156,Viral element,RMSD,True,False,ts248_4,20.0,18.0,2.0,2.0
ts248,5,0.332,TS248_5,30.678,CR1156,Viral element,RMSD,True,False,ts248_5,134.0,130.0,4.0,4.0
ts287,1,0.713,TS287_1,11.026,CR1156,Viral element,RMSD,True,False,ts287_1,12.0,4.0,8.0,8.0
ts287,2,0.655,TS287_2,22.924,CR1156,Viral element,RMSD,True,False,ts287_2,42.0,87.0,-45.0,45.0
ts287,3,0.648,TS287_3,25.387,CR1156,Viral element,RMSD,True,False,ts287_3,46.0,114.0,-68.0,68.0
ts287,4,0.661,TS287_4,24.678,CR1156,Viral element,RMSD,True,False,ts287_4,37.0,102.0,-65.0,65.0
ts287,5,0.695,TS287_5,21.114,CR1156,Viral element,RMSD,True,False,ts287_5,18.0,73.0,-55.0,55.0
ts385,1,0.373,TS385_1,25.106,CR1156,Viral element,RMSD,True,False,ts385_1,124.0,109.0,15.0,15.0
ts392,1,0.619,TS392_1,22.726,CR1156,Viral element,RMSD,True,False,ts392_1,64.0,82.0,-18.0,18.0
ts392,2,0.696,TS392_2,24.442,CR1156,Viral element,RMSD,True,False,ts392_2,17.0,98.0,-81.0,81.0
ts392,3,0.65,TS392_3,14.853,CR1156,Viral element,RMSD,True,False,ts392_3,45.0,13.0,32.0,32.0
ts392,4,0.619,TS392_4,24.573,CR1156,Viral element,RMSD,True,False,ts392_4,64.0,100.0,-36.0,36.0
ts392,5,0.626,TS392_5,14.795,CR1156,Viral element,RMSD,True,False,ts392_5,62.0,11.0,51.0,51.0
ts416,1,0.647,TS416_1,17.642,CR1156,Viral element,RMSD,True,False,ts416_1,47.0,41.0,6.0,6.0
ts416,2,0.552,TS416_2,26.919,CR1156,Viral element,RMSD,True,False,ts416_2,97.0,123.0,-26.0,26.0
ts416,3,0.625,TS416_3,22.867,CR1156,Viral element,RMSD,True,False,ts416_3,63.0,84.0,-21.0,21.0
ts416,4,0.591,TS416_4,21.08,CR1156,Viral element,RMSD,True,False,ts416_4,73.0,72.0,1.0,1.0
ts416,5,0.558,TS416_5,20.217,CR1156,Viral element,RMSD,True,False,ts416_5,89.0,58.0,31.0,31.0
ts434,1,0.552,TS434_1,20.59,CR1156,Viral element,RMSD,True,False,ts434_1,97.0,65.0,32.0,32.0
ts434,2,0.574,TS434_2,24.817,CR1156,Viral element,RMSD,True,False,ts434_2,81.0,103.0,-22.0,22.0
ts434,3,0.578,TS434_3,16.649,CR1156,Viral element,RMSD,True,False,ts434_3,77.0,35.0,42.0,42.0
ts434,4,0.547,TS434_4,31.636,CR1156,Viral element,RMSD,True,False,ts434_4,107.0,131.0,-24.0,24.0
ts434,5,0.539,TS434_5,22.042,CR1156,Viral element,RMSD,True,False,ts434_5,112.0,77.0,35.0,35.0
ts439,1,0.587,TS439_1,19.009,CR1156,Viral element,RMSD,True,False,ts439_1,74.0,47.0,27.0,27.0
ts439,2,0.635,TS439_2,14.096,CR1156,Viral element,RMSD,True,False,ts439_2,59.0,10.0,49.0,49.0
ts439,3,0.642,TS439_3,23.883,CR1156,Viral element,RMSD,True,False,ts439_3,56.0,94.0,-38.0,38.0
ts439,4,0.595,TS439_4,16.561,CR1156,Viral element,RMSD,True,False,ts439_4,69.0,32.0,37.0,37.0
ts439,5,0.553,TS439_5,20.98,CR1156,Viral element,RMSD,True,False,ts439_5,95.0,69.0,26.0,26.0
ts470,1,0.642,TS470_1,15.648,CR1156,Viral element,RMSD,True,False,ts470_1,56.0,22.0,34.0,34.0
ts470,2,0.645,TS470_2,15.746,CR1156,Viral element,RMSD,True,False,ts470_2,50.0,27.0,23.0,23.0
ts470,3,0.652,TS470_3,15.414,CR1156,Viral element,RMSD,True,False,ts470_3,43.0,16.0,27.0,27.0
ts470,4,0.643,TS470_4,15.732,CR1156,Viral element,RMSD,True,False,ts470_4,54.0,25.0,29.0,29.0
ts470,5,0.644,TS470_5,15.538,CR1156,Viral element,RMSD,True,False,ts470_5,52.0,20.0,32.0,32.0
ts489,1,0.642,TS489_1,15.648,CR1156,Viral element,RMSD,True,False,ts489_1,56.0,22.0,34.0,34.0
ts489,2,0.645,TS489_2,15.746,CR1156,Viral element,RMSD,True,False,ts489_2,50.0,27.0,23.0,23.0
ts489,3,0.652,TS489_3,15.414,CR1156,Viral element,RMSD,True,False,ts489_3,43.0,16.0,27.0,27.0
ts489,4,0.643,TS489_4,15.732,CR1156,Viral element,RMSD,True,False,ts489_4,54.0,25.0,29.0,29.0
ts489,5,0.644,TS489_5,15.538,CR1156,Viral element,RMSD,True,False,ts489_5,52.0,20.0,32.0,32.0
ts029,1,0.327,TS029_1,30.666,CR1189,RNA-binding protein,RMSD,True,False,ts029_1,129.0,133.0,-4.0,4.0
ts029,2,0.298,TS029_2,22.806,CR1189,RNA-binding protein,RMSD,True,False,ts029_2,131.0,37.0,94.0,94.0
ts029,3,0.303,TS029_3,29.996,CR1189,RNA-binding protein,RMSD,True,False,ts029_3,130.0,126.0,4.0,4.0
ts035,1,0.477,TS035_1,28.001,CR1189,RNA-binding protein,RMSD,True,False,ts035_1,46.0,99.0,-53.0,53.0
ts035,2,0.477,TS035_2,28.001,CR1189,RNA-binding protein,RMSD,True,False,ts035_2,46.0,99.0,-53.0,53.0
ts035,3,0.482,TS035_3,24.872,CR1189,RNA-binding protein,RMSD,True,False,ts035_3,41.0,54.0,-13.0,13.0
ts035,4,0.43,TS035_4,22.171,CR1189,RNA-binding protein,RMSD,True,False,ts035_4,95.0,24.0,71.0,71.0
ts035,5,0.43,TS035_5,22.171,CR1189,RNA-binding protein,RMSD,True,False,ts035_5,95.0,24.0,71.0,71.0
ts054,1,0.462,TS054_1,29.182,CR1189,RNA-binding protein,RMSD,True,False,ts054_1,62.0,110.0,-48.0,48.0
ts054,2,0.462,TS054_2,29.182,CR1189,RNA-binding protein,RMSD,True,False,ts054_2,62.0,110.0,-48.0,48.0
ts054,3,0.462,TS054_3,29.182,CR1189,RNA-binding protein,RMSD,True,False,ts054_3,62.0,110.0,-48.0,48.0
ts054,4,0.462,TS054_4,29.182,CR1189,RNA-binding protein,RMSD,True,False,ts054_4,62.0,110.0,-48.0,48.0
ts054,5,0.47,TS054_5,28.909,CR1189,RNA-binding protein,RMSD,True,False,ts054_5,49.0,108.0,-59.0,59.0
ts076,1,0.451,TS076_1,27.157,CR1189,RNA-binding protein,RMSD,True,False,ts076_1,80.0,88.0,-8.0,8.0
ts076,2,0.439,TS076_2,27.473,CR1189,RNA-binding protein,RMSD,True,False,ts076_2,88.0,93.0,-5.0,5.0
ts076,3,0.437,TS076_3,29.675,CR1189,RNA-binding protein,RMSD,True,False,ts076_3,91.0,124.0,-33.0,33.0
