Case_id,Lab,Num,gGSP
CR1136,ts035,2,18.406
CR1136,ts035,3,17.9
CR1136,ts035,4,6.02
CR1136,ts035,5,8.698
CR1136,ts054,1,21.532
CR1136,ts054,2,23.022
CR1136,ts054,3,20.727
CR1136,ts054,4,19.973
CR1136,ts054,5,27.194
CR1136,ts076,1,16.577
CR1136,ts076,2,17.314
CR1136,ts076,3,17.897
CR1136,ts076,4,16.875
CR1136,ts076,5,19.046
CR1136,ts081,1,73.627
CR1136,ts081,2,74.889
CR1136,ts081,3,71.203
CR1136,ts081,4,74.535
CR1136,ts081,5,63.335
CR1136,ts097,1,4.334
CR1136,ts097,2,4.334
CR1136,ts097,3,4.334
CR1136,ts097,4,4.334
CR1136,ts097,5,4.334
CR1136,ts110,1,18.675
CR1136,ts110,2,17.471
CR1136,ts110,3,18.084
CR1136,ts110,4,17.937
CR1136,ts110,5,16.79
CR1136,ts119,1,32.295
CR1136,ts119,2,28.774
CR1136,ts119,3,26.684
CR1136,ts119,4,34.265
CR1136,ts119,5,22.121
CR1136,ts125,1,19.046
CR1136,ts125,2,20.911
CR1136,ts125,3,16.861
CR1136,ts125,4,17.372
CR1136,ts125,5,16.049
CR1136,ts128,1,48.459
CR1136,ts128,2,42.431
CR1136,ts128,3,42.914
CR1136,ts128,4,42.307
CR1136,ts128,5,41.95
CR1136,ts131,1,2.582
CR1136,ts131,2,2.635
CR1136,ts131,3,2.628
CR1136,ts131,4,2.579
CR1136,ts131,5,2.601
CR1136,ts147,1,24.334
CR1136,ts147,2,19.611
CR1136,ts147,3,20.891
CR1136,ts147,4,24.345
CR1136,ts147,5,20.98
CR1136,ts177,1,3.465
CR1136,ts185,1,13.804
CR1136,ts185,2,10.265
CR1136,ts185,3,13.741
CR1136,ts185,4,12.077
CR1136,ts185,5,11.381
CR1136,ts227,1,16.304
CR1136,ts227,2,17.846
CR1136,ts227,3,17.08
CR1136,ts227,4,17.487
CR1136,ts227,5,18.367
CR1136,ts229,1,16.976
CR1136,ts229,2,17.496
CR1136,ts229,3,16.143
CR1136,ts229,4,16.984
CR1136,ts229,5,17.082
CR1136,ts232,1,74.146
CR1136,ts232,2,68.097
CR1136,ts232,3,76.519
CR1136,ts232,4,66.797
CR1136,ts232,5,70.759
CR1136,ts235,1,17.506
CR1136,ts235,2,15.438
CR1136,ts235,3,17.141
CR1136,ts235,4,23.377
CR1136,ts235,5,23.545
CR1136,ts238,1,7.528
CR1136,ts238,2,10.242
CR1136,ts238,3,16.038
CR1136,ts239,1,16.976
CR1136,ts239,2,17.111
CR1136,ts239,3,15.601
CR1136,ts239,4,16.143
CR1136,ts239,5,13.997
CR1136,ts245,1,7.949
CR1136,ts245,2,7.041
CR1136,ts245,3,7.116
CR1136,ts245,4,6.521
CR1136,ts245,5,6.482
CR1136,ts248,1,17.33
CR1136,ts248,2,17.574
CR1136,ts248,3,17.24
CR1136,ts248,4,17.57
CR1136,ts248,5,17.303
CR1136,ts287,1,58.101
CR1136,ts287,2,66.773
CR1136,ts287,3,57.753
CR1136,ts287,4,64.721
CR1136,ts287,5,50.222
CR1136,ts325,1,72.737
CR1136,ts325,2,72.737
CR1136,ts325,3,72.737
CR1136,ts325,4,72.737
CR1136,ts325,5,72.737
CR1136,ts347,1,72.737
CR1136,ts347,2,72.737
CR1136,ts347,3,72.737
CR1136,ts347,4,72.737
CR1136,ts347,5,72.737
CR1136,ts385,1,7.949
CR1136,ts392,1,16.858
CR1136,ts392,2,16.802
CR1136,ts392,3,16.811
CR1136,ts416,1,16.976
CR1136,ts416,2,20.911
CR1136,ts416,3,15.601
CR1136,ts416,4,17.372
CR1136,ts416,5,16.049
CR1136,ts434,1,17.533
CR1136,ts434,2,16.642
CR1136,ts434,3,16.085
CR1136,ts434,4,18.125
CR1136,ts434,5,18.938
CR1136,ts439,1,16.976
CR1136,ts439,2,17.496
CR1136,ts439,3,16.143
CR1136,ts439,4,17.372
CR1136,ts439,5,17.082
CR1136,ts444,1,19.046
CR1136,ts444,2,7.949
CR1136,ts444,3,14.065
CR1136,ts444,4,13.997
CR1136,ts444,5,7.116
CR1136,ts456,1,72.737
CR1136,ts456,2,72.737
CR1136,ts456,3,72.737
CR1136,ts456,4,72.737
CR1136,ts456,5,72.737
CR1136,ts470,1,14.065
CR1136,ts470,2,11.916
CR1136,ts470,3,12.863
CR1136,ts470,4,12.009
CR1136,ts470,5,11.81
CR1136,ts489,1,14.065
CR1136,ts489,2,11.916
CR1136,ts489,3,12.863
CR1136,ts489,4,12.009
CR1136,ts489,5,11.81
CR1138,ts029,1,2.749
CR1138,ts029,2,2.749
CR1138,ts035,1,12.596
CR1138,ts035,2,13.762
CR1138,ts035,3,12.858
CR1138,ts035,4,13.346
CR1138,ts035,5,12.826
CR1138,ts054,1,16.411
CR1138,ts054,2,18.345
CR1138,ts054,3,16.227
CR1138,ts054,4,17.645
CR1138,ts054,5,16.783
CR1138,ts076,1,20.021
CR1138,ts076,2,18.281
CR1138,ts076,3,17.116
CR1138,ts076,4,16.092
CR1138,ts076,5,16.046
CR1138,ts081,1,66.167
CR1138,ts081,2,68.692
CR1138,ts081,3,71.551
CR1138,ts081,4,73.624
CR1138,ts081,5,67.095
CR1138,ts097,1,5.669
CR1138,ts097,2,5.897
CR1138,ts097,3,5.442
CR1138,ts097,4,5.274
CR1138,ts097,5,5.764
CR1138,ts119,1,16.542
CR1138,ts119,2,19.138
CR1138,ts119,3,20.302
CR1138,ts119,4,15.326
CR1138,ts119,5,15.928
CR1138,ts125,1,18.281
CR1138,ts125,2,17.147
CR1138,ts125,3,16.206
CR1138,ts125,4,16.732
CR1138,ts125,5,20.021
CR1138,ts128,1,30.372
CR1138,ts128,2,24.803
CR1138,ts128,3,16.73
CR1138,ts128,4,31.61
CR1138,ts128,5,20.801
CR1138,ts131,1,2.735
CR1138,ts131,2,2.656
CR1138,ts131,3,2.7
CR1138,ts131,4,2.644
CR1138,ts131,5,2.692
CR1138,ts147,1,13.643
CR1138,ts147,2,17.846
CR1138,ts147,3,15.036
CR1138,ts147,4,15.238
CR1138,ts147,5,16.502
CR1138,ts177,1,3.729
CR1138,ts185,1,10.89
CR1138,ts185,2,9.872
CR1138,ts185,3,9.363
CR1138,ts185,4,9.955
CR1138,ts185,5,3.763
CR1138,ts227,1,15.36
CR1138,ts227,2,15.617
CR1138,ts227,3,13.997
CR1138,ts227,4,18.356
CR1138,ts227,5,18.255
CR1138,ts229,1,4.687
CR1138,ts229,2,4.669
CR1138,ts229,3,12.823
CR1138,ts229,4,16.046
CR1138,ts229,5,13.921
CR1138,ts232,1,61.896
CR1138,ts232,2,62.333
CR1138,ts232,3,69.321
CR1138,ts232,4,71.154
CR1138,ts232,5,68.75
CR1138,ts235,1,12.941
CR1138,ts235,2,13.607
CR1138,ts238,1,3.983
CR1138,ts238,2,4.137
CR1138,ts238,3,4.343
CR1138,ts238,4,4.129
CR1138,ts239,1,4.687
CR1138,ts239,2,12.823
CR1138,ts239,3,13.921
CR1138,ts239,4,16.046
CR1138,ts239,5,13.391
CR1138,ts245,1,5.747
CR1138,ts245,2,6.119
CR1138,ts245,3,7.122
CR1138,ts245,4,6.394
CR1138,ts245,5,6.4
CR1138,ts248,1,12.596
CR1138,ts248,2,13.762
CR1138,ts248,3,12.858
CR1138,ts248,4,13.346
CR1138,ts248,5,12.826
CR1138,ts287,1,69.67
CR1138,ts287,2,44.629
CR1138,ts287,3,63.334
CR1138,ts287,4,56.724
CR1138,ts287,5,56.244
CR1138,ts385,1,5.747
CR1138,ts392,1,7.83
CR1138,ts392,2,17.113
CR1138,ts392,3,14.444
CR1138,ts392,4,14.867
CR1138,ts392,5,15.318
CR1138,ts416,1,18.281
CR1138,ts416,2,12.823
CR1138,ts416,3,16.206
CR1138,ts416,4,16.046
CR1138,ts416,5,20.021
CR1138,ts434,1,13.482
CR1138,ts434,2,14.716
CR1138,ts434,3,15.1
CR1138,ts434,4,13.84
CR1138,ts434,5,13.836
CR1138,ts439,1,20.021
CR1138,ts439,2,17.147
CR1138,ts439,3,18.281
CR1138,ts439,4,16.046
CR1138,ts439,5,13.921
CR1138,ts470,1,9.853
CR1138,ts470,2,8.059
CR1138,ts470,3,7.377
CR1138,ts470,4,7.904
CR1138,ts470,5,10.745
CR1138,ts489,1,9.972
CR1138,ts489,2,7.942
CR1138,ts489,3,8.505
CR1138,ts489,4,7.967
CR1138,ts489,5,9.963
CR1149,ts029,1,3.998
CR1149,ts029,2,17.632
CR1149,ts029,3,18.59
CR1149,ts029,4,18.177
CR1149,ts035,1,39.143
CR1149,ts035,2,51.916
CR1149,ts035,3,80.372
CR1149,ts035,4,40.745
CR1149,ts035,5,53.515
CR1149,ts054,1,63.497
CR1149,ts054,2,44.589
CR1149,ts054,3,55.668
CR1149,ts054,4,57.744
CR1149,ts054,5,43.792
CR1149,ts076,1,59.284
CR1149,ts076,2,56.133
CR1149,ts076,3,50.067
CR1149,ts076,4,40.54
CR1149,ts076,5,60.043
CR1149,ts081,1,44.706
CR1149,ts081,2,45.505
CR1149,ts081,3,44.403
CR1149,ts081,4,55.686
CR1149,ts081,5,52.135
CR1149,ts091,1,3.969
CR1149,ts091,2,4.231
CR1149,ts091,3,3.908
CR1149,ts091,4,3.821
CR1149,ts091,5,3.732
CR1149,ts097,1,3.864
CR1149,ts097,2,3.781
CR1149,ts110,1,51.054
CR1149,ts110,2,61.739
CR1149,ts110,3,50.169
CR1149,ts110,4,41.695
CR1149,ts119,1,60.529
CR1149,ts119,2,52.848
CR1149,ts119,3,54.904
CR1149,ts119,4,50.207
CR1149,ts119,5,65.744
CR1149,ts125,1,50.022
CR1149,ts125,2,52.457
CR1149,ts125,3,66.542
CR1149,ts125,4,46.513
CR1149,ts125,5,44.678
CR1149,ts128,1,70.937
CR1149,ts128,2,58.321
CR1149,ts128,3,50.738
CR1149,ts128,4,64.95
CR1149,ts128,5,56.747
CR1149,ts131,1,3.88
CR1149,ts131,2,3.759
CR1149,ts131,3,4.197
CR1149,ts131,4,10.835
CR1149,ts131,5,3.956
CR1149,ts147,1,57.076
CR1149,ts147,2,55.221
CR1149,ts147,3,56.274
CR1149,ts147,4,53.147
CR1149,ts147,5,58.395
CR1149,ts177,1,8.178
CR1149,ts185,1,50.347
CR1149,ts185,2,50.019
CR1149,ts185,3,49.904
CR1149,ts185,4,50.409
CR1149,ts185,5,48.855
CR1149,ts227,1,58.019
CR1149,ts227,2,57.552
CR1149,ts227,3,55.08
CR1149,ts227,4,54.71
CR1149,ts227,5,52.632
CR1149,ts229,1,47.863
CR1149,ts229,2,44.892
CR1149,ts229,3,50.747
CR1149,ts229,4,32.398
CR1149,ts229,5,36.617
CR1149,ts232,1,50.106
CR1149,ts232,2,49.943
CR1149,ts232,3,49.82
CR1149,ts232,4,60.083
CR1149,ts232,5,64.51
CR1149,ts235,1,42.215
CR1149,ts235,2,46.26
CR1149,ts235,3,39.883
CR1149,ts235,4,40.835
CR1149,ts235,5,43.959
CR1149,ts238,1,51.554
CR1149,ts238,2,48.734
CR1149,ts239,1,46.547
CR1149,ts239,2,36.853
CR1149,ts239,3,40.239
CR1149,ts239,4,37.931
CR1149,ts239,5,35.002
CR1149,ts245,1,9.474
CR1149,ts245,2,12.551
CR1149,ts245,3,12.308
CR1149,ts245,4,12.606
CR1149,ts245,5,7.653
CR1149,ts248,1,68.292
CR1149,ts248,2,54.837
CR1149,ts248,3,63.487
CR1149,ts248,4,47.787
CR1149,ts248,5,37.49
CR1149,ts287,1,63.424
CR1149,ts287,2,55.05
CR1149,ts287,3,56.135
CR1149,ts287,4,54.57
CR1149,ts287,5,46.334
CR1149,ts385,1,10.622
CR1149,ts385,2,12.636
CR1149,ts385,3,14.014
CR1149,ts385,4,13.419
CR1149,ts385,5,8.483
CR1149,ts392,1,44.964
CR1149,ts392,2,39.286
CR1149,ts392,3,4.359
CR1149,ts392,4,48.491
CR1149,ts392,5,39.19
CR1149,ts416,1,53.336
CR1149,ts416,2,48.741
CR1149,ts416,3,66.542
CR1149,ts416,4,46.513
CR1149,ts416,5,44.678
CR1149,ts434,1,53.855
CR1149,ts434,2,55.788
CR1149,ts434,3,45.556
CR1149,ts434,4,55.21
CR1149,ts434,5,53.995
CR1149,ts470,1,48.01
CR1149,ts470,2,48.647
CR1149,ts470,3,48.221
CR1149,ts470,4,48.455
CR1149,ts470,5,48.637
CR1149,ts489,1,48.01
CR1149,ts489,2,48.647
CR1149,ts489,3,48.221
CR1149,ts489,4,48.455
CR1149,ts489,5,48.637
CR1156,ts029,1,6.333
CR1156,ts029,2,4.604
CR1156,ts029,3,7.59
CR1156,ts029,4,6.491
CR1156,ts029,5,5.756
CR1156,ts035,1,37.46
CR1156,ts035,2,36.863
CR1156,ts035,3,38.324
CR1156,ts035,4,34.224
CR1156,ts035,5,35.317
CR1156,ts054,1,30.682
CR1156,ts054,2,37.498
CR1156,ts054,3,37.071
CR1156,ts054,4,26.888
CR1156,ts054,5,33.373
CR1156,ts076,1,31.12
CR1156,ts076,2,30.756
CR1156,ts076,3,24.242
CR1156,ts076,4,32.8
CR1156,ts076,5,30.877
CR1156,ts081,1,30.348
CR1156,ts081,2,27.099
CR1156,ts081,3,27.228
CR1156,ts081,4,33.449
CR1156,ts081,5,27.039
CR1156,ts091,1,3.166
CR1156,ts091,2,3.196
CR1156,ts091,3,3.468
CR1156,ts091,4,3.211
CR1156,ts091,5,3.357
CR1156,ts097,1,3.054
CR1156,ts097,2,3.027
CR1156,ts097,3,3.084
CR1156,ts110,1,40.824
CR1156,ts110,2,36.052
CR1156,ts110,3,35.668
CR1156,ts110,4,37.819
CR1156,ts110,5,31.121
CR1156,ts119,1,30.54
CR1156,ts119,2,36.74
CR1156,ts119,3,38.701
CR1156,ts119,4,36.489
CR1156,ts119,5,25.917
CR1156,ts125,1,23.251
CR1156,ts125,2,24.133
CR1156,ts125,3,32.129
CR1156,ts125,4,26.888
CR1156,ts125,5,34.344
CR1156,ts128,1,41.696
CR1156,ts128,2,36.45
CR1156,ts128,3,34.561
CR1156,ts128,4,24.487
CR1156,ts128,5,53.069
CR1156,ts131,1,3.477
CR1156,ts131,2,3.204
CR1156,ts131,3,6.648
CR1156,ts131,4,3.298
CR1156,ts131,5,3.314
CR1156,ts147,1,23.49
CR1156,ts147,2,25.578
CR1156,ts147,3,24.559
CR1156,ts147,4,24.731
CR1156,ts147,5,24.423
CR1156,ts177,1,8.836
CR1156,ts185,1,31.21
CR1156,ts185,2,22.135
CR1156,ts185,3,23.174
CR1156,ts185,4,22.97
CR1156,ts185,5,12.123
CR1156,ts227,1,23.073
CR1156,ts227,2,23.056
CR1156,ts227,3,26.334
CR1156,ts227,4,27.747
CR1156,ts227,5,24.092
CR1156,ts229,1,31.214
CR1156,ts229,2,27.407
CR1156,ts229,3,21.731
CR1156,ts229,4,23.878
CR1156,ts229,5,21.818
CR1156,ts232,1,30.019
CR1156,ts232,2,29.922
CR1156,ts232,3,40.143
CR1156,ts232,4,30.248
CR1156,ts232,5,29.912
CR1156,ts235,1,28.922
CR1156,ts235,2,29.65
CR1156,ts235,3,28.896
CR1156,ts235,4,27.858
CR1156,ts235,5,26.976
CR1156,ts238,1,27.583
CR1156,ts238,2,26.818
CR1156,ts238,3,27.77
CR1156,ts238,4,27.923
CR1156,ts238,5,27.292
CR1156,ts239,1,31.214
CR1156,ts239,2,26.665
CR1156,ts239,3,21.818
CR1156,ts239,4,22.107
CR1156,ts239,5,21.731
CR1156,ts245,1,5.996
CR1156,ts245,2,6.267
CR1156,ts245,3,5.893
CR1156,ts245,4,7.145
CR1156,ts245,5,6.072
CR1156,ts248,1,37.46
CR1156,ts248,2,36.863
CR1156,ts248,3,38.514
CR1156,ts248,4,35.317
CR1156,ts248,5,3.283
CR1156,ts287,1,42.642
CR1156,ts287,2,31.569
CR1156,ts287,3,31.893
CR1156,ts287,4,30.813
CR1156,ts287,5,35.974
CR1156,ts385,1,5.996
CR1156,ts392,1,28.735
CR1156,ts392,2,34.591
CR1156,ts392,3,31.735
CR1156,ts392,4,26.628
CR1156,ts392,5,30.335
CR1156,ts416,1,31.676
CR1156,ts416,2,23.251
CR1156,ts416,3,33.577
CR1156,ts416,4,31.773
CR1156,ts416,5,26.888
CR1156,ts434,1,25.259
CR1156,ts434,2,27.877
CR1156,ts434,3,29.454
CR1156,ts434,4,25.819
CR1156,ts434,5,24.964
CR1156,ts439,1,27.407
CR1156,ts439,2,31.969
CR1156,ts439,3,30.43
CR1156,ts439,4,31.214
CR1156,ts439,5,27.553
CR1156,ts470,1,34.648
CR1156,ts470,2,34.89
CR1156,ts470,3,35.508
CR1156,ts470,4,34.076
CR1156,ts470,5,35.838
CR1156,ts489,1,34.648
CR1156,ts489,2,34.89
CR1156,ts489,3,35.508
CR1156,ts489,4,34.076
CR1156,ts489,5,35.838
CR1189,ts029,1,8.739
CR1189,ts029,2,5.486
CR1189,ts029,3,6.585
CR1189,ts035,1,24.904
CR1189,ts035,2,24.904
CR1189,ts035,3,24.648
CR1189,ts035,4,19.286
CR1189,ts035,5,19.286
CR1189,ts054,1,20.808
CR1189,ts054,2,20.808
CR1189,ts054,3,20.808
CR1189,ts054,4,20.808
CR1189,ts054,5,24.815
CR1189,ts076,1,21.515
CR1189,ts076,2,21.265
CR1189,ts076,3,21.319
CR1189,ts076,4,19.291
CR1189,ts076,5,24.217
CR1189,ts081,1,29.842
CR1189,ts081,2,31.101
CR1189,ts081,3,29.989
CR1189,ts081,4,29.584
CR1189,ts081,5,30.833
CR1189,ts097,1,23.443
CR1189,ts097,2,19.945
CR1189,ts119,1,26.862
CR1189,ts119,2,27.796
CR1189,ts119,3,29.325
CR1189,ts119,4,27.819
CR1189,ts119,5,27.615
CR1189,ts125,1,20.808
CR1189,ts125,2,20.808
CR1189,ts125,3,20.808
CR1189,ts125,4,20.808
CR1189,ts125,5,20.808
CR1189,ts131,1,28.205
CR1189,ts131,2,30.068
CR1189,ts131,3,29.795
CR1189,ts131,4,30.584
CR1189,ts131,5,29.645
CR1189,ts147,1,19.826
CR1189,ts147,2,26.188
CR1189,ts147,3,22.774
CR1189,ts147,4,22.182
CR1189,ts147,5,25.827
CR1189,ts177,1,14.853
CR1189,ts177,2,12.276
CR1189,ts177,3,15.488
CR1189,ts185,1,19.438
CR1189,ts185,2,16.783
CR1189,ts185,3,17.37
CR1189,ts185,4,15.569
CR1189,ts185,5,19.573
CR1189,ts227,1,25.331
CR1189,ts227,2,22.741
CR1189,ts227,3,21.635
CR1189,ts227,4,24.805
CR1189,ts227,5,21.348
CR1189,ts229,1,25.455
CR1189,ts229,2,24.441
CR1189,ts229,3,26.062
CR1189,ts229,4,30.027
CR1189,ts229,5,26.247
CR1189,ts232,1,25.737
CR1189,ts232,2,26.616
CR1189,ts232,3,25.024
CR1189,ts232,4,26.523
CR1189,ts232,5,26.632
CR1189,ts235,1,22.32
CR1189,ts235,2,20.654
CR1189,ts235,3,28.691
CR1189,ts235,4,21.405
CR1189,ts235,5,23.033
CR1189,ts238,1,25.907
CR1189,ts238,2,21.978
CR1189,ts239,1,25.455
CR1189,ts239,2,24.441
CR1189,ts239,3,26.062
CR1189,ts239,4,30.027
CR1189,ts239,5,26.247
CR1189,ts245,1,9.884
CR1189,ts245,2,12.954
CR1189,ts245,3,10.81
CR1189,ts245,4,11.081
CR1189,ts245,5,11.414
CR1189,ts248,1,6.915
CR1189,ts248,2,6.868
CR1189,ts248,3,6.912
CR1189,ts248,4,6.976
CR1189,ts248,5,6.932
CR1189,ts257,1,21.758
CR1189,ts257,2,26.758
CR1189,ts257,3,24.761
CR1189,ts257,4,27.032
CR1189,ts257,5,24.291
CR1189,ts287,1,27.04
CR1189,ts287,2,28.934
CR1189,ts287,3,27.367
CR1189,ts287,4,30.357
CR1189,ts287,5,30.236
CR1189,ts385,1,9.884
CR1189,ts392,1,26.397
CR1189,ts392,2,21.823
CR1189,ts392,3,26.082
CR1189,ts392,4,26.717
CR1189,ts392,5,25.154
CR1189,ts434,1,18.455
CR1189,ts434,2,22.122
CR1189,ts434,3,20.938
CR1189,ts434,4,23.58
CR1189,ts434,5,24.242
CR1189,ts439,1,15.333
CR1189,ts439,2,17.418
CR1189,ts439,3,26.062
CR1189,ts439,4,30.027
CR1189,ts439,5,26.247
CR1189,ts444,1,28.154
CR1189,ts444,2,29.878
CR1189,ts444,3,29.628
CR1189,ts444,4,29.832
CR1189,ts444,5,27.976
CR1189,ts470,1,30.149
CR1189,ts470,2,28.82
CR1189,ts470,3,28.794
CR1189,ts470,4,29.303
CR1189,ts470,5,29.236
CR1189,ts489,1,30.149
CR1189,ts489,2,28.82
CR1189,ts489,3,28.794
CR1189,ts489,4,29.303
CR1189,ts489,5,29.236
CR1189,ts494,1,29.413
CR1189,ts494,2,29.571
CR1189,ts494,3,29.472
CR1189,ts494,4,29.463
CR1189,ts494,5,29.953
CR1190,ts029,1,7.815
CR1190,ts029,2,9.42
CR1190,ts029,3,6.816
CR1190,ts035,1,27.226
CR1190,ts035,2,27.226
CR1190,ts035,3,27.226
CR1190,ts035,4,22.411
CR1190,ts035,5,28.118
CR1190,ts054,1,22.663
CR1190,ts054,2,22.663
CR1190,ts054,3,22.663
CR1190,ts054,4,22.663
CR1190,ts054,5,27.042
CR1190,ts076,1,24.472
CR1190,ts076,2,23.853
CR1190,ts076,3,24.568
CR1190,ts076,4,22.911
CR1190,ts076,5,30.432
CR1190,ts081,1,34.227
CR1190,ts081,2,36.259
CR1190,ts081,3,34.29
CR1190,ts081,4,35.67
CR1190,ts081,5,33.699
CR1190,ts097,1,16.977
CR1190,ts119,1,24.413
CR1190,ts119,2,23.33
CR1190,ts119,3,34.215
CR1190,ts119,4,30.141
CR1190,ts119,5,35.748
CR1190,ts125,1,22.663
CR1190,ts125,2,22.663
CR1190,ts125,3,22.663
CR1190,ts125,4,22.663
CR1190,ts125,5,22.663
CR1190,ts131,1,30.592
CR1190,ts131,2,31.469
CR1190,ts131,3,32.558
CR1190,ts131,4,33.035
CR1190,ts131,5,32.367
CR1190,ts147,1,23.544
CR1190,ts147,2,24.808
CR1190,ts147,4,29.966
CR1190,ts147,5,27.546
CR1190,ts177,1,15.08
CR1190,ts177,2,12.909
CR1190,ts177,3,16.721
CR1190,ts185,1,26.252
CR1190,ts185,2,25.399
CR1190,ts185,3,24.029
CR1190,ts185,4,23.087
CR1190,ts185,5,23.837
CR1190,ts227,1,23.406
CR1190,ts227,2,25.225
CR1190,ts227,3,27.736
CR1190,ts227,4,28.48
CR1190,ts229,1,27.827
CR1190,ts229,2,27.292
CR1190,ts229,3,27.832
CR1190,ts229,4,33.696
CR1190,ts229,5,31.095
CR1190,ts232,1,28.059
CR1190,ts232,2,27.979
CR1190,ts232,3,27.465
CR1190,ts232,4,28.809
CR1190,ts232,5,28.255
CR1190,ts235,1,27.917
CR1190,ts235,2,27.349
CR1190,ts235,3,24.746
CR1190,ts235,4,28.479
CR1190,ts235,5,24.978
CR1190,ts238,2,26.972
CR1190,ts239,1,27.827
CR1190,ts239,2,27.292
CR1190,ts239,3,27.832
CR1190,ts239,4,33.696
CR1190,ts239,5,31.095
CR1190,ts245,1,10.259
CR1190,ts245,2,11.221
CR1190,ts245,3,11.273
CR1190,ts245,4,13.194
CR1190,ts245,5,8.589
CR1190,ts248,1,6.958
CR1190,ts248,2,6.964
CR1190,ts248,3,6.951
CR1190,ts248,4,7.129
CR1190,ts248,5,6.907
CR1190,ts257,1,25.984
CR1190,ts257,2,26.946
CR1190,ts257,3,30.017
CR1190,ts257,4,29.312
CR1190,ts257,5,29.457
CR1190,ts287,1,33.075
CR1190,ts287,2,34.568
CR1190,ts287,3,32.504
CR1190,ts287,4,33.841
CR1190,ts287,5,34.094
CR1190,ts385,1,10.259
CR1190,ts392,1,27.698
CR1190,ts392,2,27.638
CR1190,ts392,3,26.709
CR1190,ts392,4,27.266
CR1190,ts392,5,25.669
CR1190,ts434,1,25.386
CR1190,ts434,2,24.15
CR1190,ts434,3,23.959
CR1190,ts434,4,23.869
CR1190,ts434,5,26.116
CR1190,ts439,1,27.827
CR1190,ts439,2,27.292
CR1190,ts439,3,27.832
CR1190,ts439,4,33.696
CR1190,ts439,5,31.095
CR1190,ts444,1,31.527
CR1190,ts444,2,32.22
CR1190,ts444,3,33.619
CR1190,ts444,4,33.417
CR1190,ts444,5,33.124
CR1190,ts470,1,32.902
CR1190,ts470,2,32.05
CR1190,ts470,3,30.299
CR1190,ts470,4,29.272
CR1190,ts470,5,31.571
CR1190,ts489,1,32.902
CR1190,ts489,2,32.05
CR1190,ts489,3,30.299
CR1190,ts489,4,29.272
CR1190,ts489,5,31.571
CR1190,ts494,1,31.704
CR1190,ts494,2,31.963
CR1190,ts494,3,32.282
CR1190,ts494,4,32.37
CR1190,ts494,5,32.432
PZ1,santalucia,1,54.582
PZ1,bujnicki,1,72.38
PZ1,bujnicki,2,69.892
PZ1,bujnicki,3,84.368
PZ1,bujnicki,4,89.503
PZ1,bujnicki,5,70.332
PZ1,chen,1,99.874
PZ1,das,1,99.606
PZ1,das,2,99.786
PZ1,das,3,100.0
PZ1,das,4,99.598
PZ1,das,5,97.374
PZ1,dokholyan,1,43.462
PZ1,major,1,99.736
PZ10,bujnicki,10,71.728
PZ10,bujnicki,1,72.317
PZ10,bujnicki,2,72.956
PZ10,bujnicki,3,71.453
PZ10,bujnicki,4,58.018
PZ10,bujnicki,5,73.113
PZ10,bujnicki,6,72.813
PZ10,bujnicki,7,73.145
PZ10,bujnicki,8,73.344
PZ10,bujnicki,9,71.987
PZ10,chen,1,50.847
PZ10,das,1,64.283
PZ10,das,2,58.399
PZ10,das,3,75.859
PZ10,das,4,74.407
PZ10,das,5,71.393
PZ10,dokholyan,10,28.33
PZ10,dokholyan,1,24.719
PZ10,dokholyan,2,18.654
PZ10,dokholyan,3,28.268
PZ10,dokholyan,4,27.072
PZ10,dokholyan,5,21.628
PZ10,dokholyan,6,18.495
PZ10,dokholyan,7,19.935
PZ10,dokholyan,8,17.264
PZ10,dokholyan,9,20.274
PZ10tBox,bujnicki,10,4.392
PZ10tBox,bujnicki,1,4.532
PZ10tBox,bujnicki,2,4.495
PZ10tBox,bujnicki,3,4.47
PZ10tBox,bujnicki,4,4.486
PZ10tBox,bujnicki,5,4.478
PZ10tBox,bujnicki,6,4.51
PZ10tBox,bujnicki,7,4.487
PZ10tBox,bujnicki,8,4.486
PZ10tBox,bujnicki,9,4.439
PZ10tBox,chen,1,4.337
PZ10tBox,das,1,4.185
PZ10tBox,das,2,4.192
PZ10tBox,das,3,4.211
PZ10tBox,das,4,4.16
PZ10tBox,das,5,4.166
PZ10tBox,dokholyan,10,4.305
PZ10tBox,dokholyan,1,4.275
PZ10tBox,dokholyan,2,4.165
PZ10tBox,dokholyan,3,4.445
PZ10tBox,dokholyan,4,4.515
PZ10tBox,dokholyan,5,4.353
PZ10tBox,dokholyan,6,4.283
PZ10tBox,dokholyan,7,4.187
PZ10tBox,dokholyan,8,4.345
PZ10tBox,dokholyan,9,4.41
PZ10tRNA,bujnicki,10,4.392
PZ10tRNA,bujnicki,1,4.532
PZ10tRNA,bujnicki,2,4.495
PZ10tRNA,bujnicki,3,4.47
PZ10tRNA,bujnicki,4,4.486
PZ10tRNA,bujnicki,5,4.478
PZ10tRNA,bujnicki,6,4.51
PZ10tRNA,bujnicki,7,4.487
PZ10tRNA,bujnicki,8,4.494
PZ10tRNA,bujnicki,9,4.439
PZ10tRNA,chen,1,4.332
PZ10tRNA,das,1,4.339
PZ10tRNA,das,2,4.368
PZ10tRNA,das,3,4.41
PZ10tRNA,das,4,4.326
PZ10tRNA,das,5,4.334
PZ10tRNA,dokholyan,10,4.384
PZ10tRNA,dokholyan,1,4.275
