Target,Type,Lab,Num,gGSP,lddt,gsp_filename,target_pdb,model_pdb,mode,case_id,outlier
CR1136,Aptamer,ts235,1,17.506,0.055,CR1136_TS235_1_solution_CR1136_TS235_1_refined_C1'-gGSP.csv,CR1136_TS235_1_solution.pdb,CR1136_TS235_1_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts235,2,15.438,0.036,CR1136_TS235_2_solution_CR1136_TS235_2_refined_C1'-gGSP.csv,CR1136_TS235_2_solution.pdb,CR1136_TS235_2_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts235,3,17.141,0.033,CR1136_TS235_3_solution_CR1136_TS235_3_refined_C1'-gGSP.csv,CR1136_TS235_3_solution.pdb,CR1136_TS235_3_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts235,4,23.377,0.001,CR1136_TS235_4_solution_CR1136_TS235_4_refined_C1'-gGSP.csv,CR1136_TS235_4_solution.pdb,CR1136_TS235_4_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts235,5,23.545,0.0,CR1136_TS235_5_solution_CR1136_TS235_5_refined_C1'-gGSP.csv,CR1136_TS235_5_solution.pdb,CR1136_TS235_5_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts238,1,7.528,0.08,CR1136_TS238_1_solution_CR1136_TS238_1_refined_C1'-gGSP.csv,CR1136_TS238_1_solution.pdb,CR1136_TS238_1_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts238,2,10.242,0.069,CR1136_TS238_2_solution_CR1136_TS238_2_refined_C1'-gGSP.csv,CR1136_TS238_2_solution.pdb,CR1136_TS238_2_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts238,3,16.038,0.0,CR1136_TS238_3_solution_CR1136_TS238_3_refined_C1'-gGSP.csv,CR1136_TS238_3_solution.pdb,CR1136_TS238_3_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts239,1,16.976,0.405,CR1136_TS239_1_solution_CR1136_TS239_1_refined_C1'-gGSP.csv,CR1136_TS239_1_solution.pdb,CR1136_TS239_1_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts245,1,7.949,0.338,CR1136_TS245_1_solution_CR1136_TS245_1_refined_C1'-gGSP.csv,CR1136_TS245_1_solution.pdb,CR1136_TS245_1_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts245,2,7.041,0.334,CR1136_TS245_2_solution_CR1136_TS245_2_refined_C1'-gGSP.csv,CR1136_TS245_2_solution.pdb,CR1136_TS245_2_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts245,3,7.116,0.332,CR1136_TS245_3_solution_CR1136_TS245_3_refined_C1'-gGSP.csv,CR1136_TS245_3_solution.pdb,CR1136_TS245_3_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts245,4,6.521,0.329,CR1136_TS245_4_solution_CR1136_TS245_4_refined_C1'-gGSP.csv,CR1136_TS245_4_solution.pdb,CR1136_TS245_4_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts245,5,6.482,0.314,CR1136_TS245_5_solution_CR1136_TS245_5_refined_C1'-gGSP.csv,CR1136_TS245_5_solution.pdb,CR1136_TS245_5_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts385,1,7.949,0.338,CR1136_TS385_1_solution_CR1136_TS385_1_refined_C1'-gGSP.csv,CR1136_TS385_1_solution.pdb,CR1136_TS385_1_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts392,1,16.858,0.153,CR1136_TS392_1_solution_CR1136_TS392_1_refined_C1'-gGSP.csv,CR1136_TS392_1_solution.pdb,CR1136_TS392_1_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts392,2,16.802,0.095,CR1136_TS392_2_solution_CR1136_TS392_2_refined_C1'-gGSP.csv,CR1136_TS392_2_solution.pdb,CR1136_TS392_2_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts392,3,16.811,0.204,CR1136_TS392_3_solution_CR1136_TS392_3_refined_C1'-gGSP.csv,CR1136_TS392_3_solution.pdb,CR1136_TS392_3_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts416,1,16.976,0.405,CR1136_TS416_1_solution_CR1136_TS416_1_refined_C1'-gGSP.csv,CR1136_TS416_1_solution.pdb,CR1136_TS416_1_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts434,3,16.085,0.553,CR1136_TS434_3_solution_CR1136_TS434_3_refined_C1'-gGSP.csv,CR1136_TS434_3_solution.pdb,CR1136_TS434_3_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts439,1,16.976,0.405,CR1136_TS439_1_solution_CR1136_TS439_1_refined_C1'-gGSP.csv,CR1136_TS439_1_solution.pdb,CR1136_TS439_1_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts444,2,7.949,0.338,CR1136_TS444_2_solution_CR1136_TS444_2_refined_C1'-gGSP.csv,CR1136_TS444_2_solution.pdb,CR1136_TS444_2_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts444,3,14.065,0.01,CR1136_TS444_3_solution_CR1136_TS444_3_refined_C1'-gGSP.csv,CR1136_TS444_3_solution.pdb,CR1136_TS444_3_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts444,5,7.116,0.332,CR1136_TS444_5_solution_CR1136_TS444_5_refined_C1'-gGSP.csv,CR1136_TS444_5_solution.pdb,CR1136_TS444_5_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts470,1,14.065,0.01,CR1136_TS470_1_solution_CR1136_TS470_1_refined_C1'-gGSP.csv,CR1136_TS470_1_solution.pdb,CR1136_TS470_1_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts470,2,11.916,0.003,CR1136_TS470_2_solution_CR1136_TS470_2_refined_C1'-gGSP.csv,CR1136_TS470_2_solution.pdb,CR1136_TS470_2_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts470,3,12.863,0.009,CR1136_TS470_3_solution_CR1136_TS470_3_refined_C1'-gGSP.csv,CR1136_TS470_3_solution.pdb,CR1136_TS470_3_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts470,4,12.009,0.013,CR1136_TS470_4_solution_CR1136_TS470_4_refined_C1'-gGSP.csv,CR1136_TS470_4_solution.pdb,CR1136_TS470_4_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts470,5,11.81,0.001,CR1136_TS470_5_solution_CR1136_TS470_5_refined_C1'-gGSP.csv,CR1136_TS470_5_solution.pdb,CR1136_TS470_5_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts489,1,14.065,0.01,CR1136_TS489_1_solution_CR1136_TS489_1_refined_C1'-gGSP.csv,CR1136_TS489_1_solution.pdb,CR1136_TS489_1_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts489,2,11.916,0.003,CR1136_TS489_2_solution_CR1136_TS489_2_refined_C1'-gGSP.csv,CR1136_TS489_2_solution.pdb,CR1136_TS489_2_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts489,3,12.863,0.009,CR1136_TS489_3_solution_CR1136_TS489_3_refined_C1'-gGSP.csv,CR1136_TS489_3_solution.pdb,CR1136_TS489_3_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts489,4,12.009,0.013,CR1136_TS489_4_solution_CR1136_TS489_4_refined_C1'-gGSP.csv,CR1136_TS489_4_solution.pdb,CR1136_TS489_4_refined.pdb,refined_pair,CR1136,True
CR1136,Aptamer,ts489,5,11.81,0.001,CR1136_TS489_5_solution_CR1136_TS489_5_refined_C1'-gGSP.csv,CR1136_TS489_5_solution.pdb,CR1136_TS489_5_refined.pdb,refined_pair,CR1136,True
CR1138,Synthetic construct,ts029,1,2.749,0.226,CR1138_TS029_1_solution_CR1138_TS029_1_refined_C1'-gGSP.csv,CR1138_TS029_1_solution.pdb,CR1138_TS029_1_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts029,2,2.749,0.226,CR1138_TS029_2_solution_CR1138_TS029_2_refined_C1'-gGSP.csv,CR1138_TS029_2_solution.pdb,CR1138_TS029_2_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts128,2,24.803,0.073,CR1138_TS128_2_solution_CR1138_TS128_2_refined_C1'-gGSP.csv,CR1138_TS128_2_solution.pdb,CR1138_TS128_2_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts128,5,20.801,0.06,CR1138_TS128_5_solution_CR1138_TS128_5_refined_C1'-gGSP.csv,CR1138_TS128_5_solution.pdb,CR1138_TS128_5_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts185,2,9.872,0.46,CR1138_TS185_2_solution_CR1138_TS185_2_refined_C1'-gGSP.csv,CR1138_TS185_2_solution.pdb,CR1138_TS185_2_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts185,3,9.363,0.418,CR1138_TS185_3_solution_CR1138_TS185_3_refined_C1'-gGSP.csv,CR1138_TS185_3_solution.pdb,CR1138_TS185_3_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts185,4,9.955,0.422,CR1138_TS185_4_solution_CR1138_TS185_4_refined_C1'-gGSP.csv,CR1138_TS185_4_solution.pdb,CR1138_TS185_4_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts185,5,3.763,0.278,CR1138_TS185_5_solution_CR1138_TS185_5_refined_C1'-gGSP.csv,CR1138_TS185_5_solution.pdb,CR1138_TS185_5_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts229,1,4.687,0.0,CR1138_TS229_1_solution_CR1138_TS229_1_refined_C1'-gGSP.csv,CR1138_TS229_1_solution.pdb,CR1138_TS229_1_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts229,2,4.669,0.0,CR1138_TS229_2_solution_CR1138_TS229_2_refined_C1'-gGSP.csv,CR1138_TS229_2_solution.pdb,CR1138_TS229_2_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts229,3,12.823,0.309,CR1138_TS229_3_solution_CR1138_TS229_3_refined_C1'-gGSP.csv,CR1138_TS229_3_solution.pdb,CR1138_TS229_3_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts235,1,12.941,0.031,CR1138_TS235_1_solution_CR1138_TS235_1_refined_C1'-gGSP.csv,CR1138_TS235_1_solution.pdb,CR1138_TS235_1_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts235,2,13.607,0.029,CR1138_TS235_2_solution_CR1138_TS235_2_refined_C1'-gGSP.csv,CR1138_TS235_2_solution.pdb,CR1138_TS235_2_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts239,1,4.687,0.0,CR1138_TS239_1_solution_CR1138_TS239_1_refined_C1'-gGSP.csv,CR1138_TS239_1_solution.pdb,CR1138_TS239_1_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts239,2,12.823,0.309,CR1138_TS239_2_solution_CR1138_TS239_2_refined_C1'-gGSP.csv,CR1138_TS239_2_solution.pdb,CR1138_TS239_2_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts239,5,13.391,0.253,CR1138_TS239_5_solution_CR1138_TS239_5_refined_C1'-gGSP.csv,CR1138_TS239_5_solution.pdb,CR1138_TS239_5_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts245,1,5.747,0.321,CR1138_TS245_1_solution_CR1138_TS245_1_refined_C1'-gGSP.csv,CR1138_TS245_1_solution.pdb,CR1138_TS245_1_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts245,2,6.119,0.334,CR1138_TS245_2_solution_CR1138_TS245_2_refined_C1'-gGSP.csv,CR1138_TS245_2_solution.pdb,CR1138_TS245_2_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts245,3,7.122,0.353,CR1138_TS245_3_solution_CR1138_TS245_3_refined_C1'-gGSP.csv,CR1138_TS245_3_solution.pdb,CR1138_TS245_3_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts245,4,6.394,0.326,CR1138_TS245_4_solution_CR1138_TS245_4_refined_C1'-gGSP.csv,CR1138_TS245_4_solution.pdb,CR1138_TS245_4_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts245,5,6.4,0.351,CR1138_TS245_5_solution_CR1138_TS245_5_refined_C1'-gGSP.csv,CR1138_TS245_5_solution.pdb,CR1138_TS245_5_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts287,2,44.629,0.584,CR1138_TS287_2_solution_CR1138_TS287_2_refined_C1'-gGSP.csv,CR1138_TS287_2_solution.pdb,CR1138_TS287_2_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts385,1,5.747,0.321,CR1138_TS385_1_solution_CR1138_TS385_1_refined_C1'-gGSP.csv,CR1138_TS385_1_solution.pdb,CR1138_TS385_1_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts392,2,17.113,0.353,CR1138_TS392_2_solution_CR1138_TS392_2_refined_C1'-gGSP.csv,CR1138_TS392_2_solution.pdb,CR1138_TS392_2_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts416,2,12.823,0.309,CR1138_TS416_2_solution_CR1138_TS416_2_refined_C1'-gGSP.csv,CR1138_TS416_2_solution.pdb,CR1138_TS416_2_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts470,1,9.853,0.002,CR1138_TS470_1_solution_CR1138_TS470_1_refined_C1'-gGSP.csv,CR1138_TS470_1_solution.pdb,CR1138_TS470_1_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts470,2,8.059,0.0,CR1138_TS470_2_solution_CR1138_TS470_2_refined_C1'-gGSP.csv,CR1138_TS470_2_solution.pdb,CR1138_TS470_2_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts470,3,7.377,0.005,CR1138_TS470_3_solution_CR1138_TS470_3_refined_C1'-gGSP.csv,CR1138_TS470_3_solution.pdb,CR1138_TS470_3_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts470,4,7.904,0.003,CR1138_TS470_4_solution_CR1138_TS470_4_refined_C1'-gGSP.csv,CR1138_TS470_4_solution.pdb,CR1138_TS470_4_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts470,5,10.745,0.004,CR1138_TS470_5_solution_CR1138_TS470_5_refined_C1'-gGSP.csv,CR1138_TS470_5_solution.pdb,CR1138_TS470_5_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts489,1,9.972,0.01,CR1138_TS489_1_solution_CR1138_TS489_1_refined_C1'-gGSP.csv,CR1138_TS489_1_solution.pdb,CR1138_TS489_1_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts489,2,7.942,0.002,CR1138_TS489_2_solution_CR1138_TS489_2_refined_C1'-gGSP.csv,CR1138_TS489_2_solution.pdb,CR1138_TS489_2_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts489,3,8.505,0.001,CR1138_TS489_3_solution_CR1138_TS489_3_refined_C1'-gGSP.csv,CR1138_TS489_3_solution.pdb,CR1138_TS489_3_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts489,4,7.967,0.002,CR1138_TS489_4_solution_CR1138_TS489_4_refined_C1'-gGSP.csv,CR1138_TS489_4_solution.pdb,CR1138_TS489_4_refined.pdb,refined_pair,CR1138,True
CR1138,Synthetic construct,ts489,5,9.963,0.004,CR1138_TS489_5_solution_CR1138_TS489_5_refined_C1'-gGSP.csv,CR1138_TS489_5_solution.pdb,CR1138_TS489_5_refined.pdb,refined_pair,CR1138,True
CR1149,Viral element,ts029,2,17.632,0.382,CR1149_TS029_2_solution_CR1149_TS029_2_refined_C1'-gGSP.csv,CR1149_TS029_2_solution.pdb,CR1149_TS029_2_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts054,2,44.589,0.676,CR1149_TS054_2_solution_CR1149_TS054_2_refined_C1'-gGSP.csv,CR1149_TS054_2_solution.pdb,CR1149_TS054_2_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts054,3,55.668,0.083,CR1149_TS054_3_solution_CR1149_TS054_3_refined_C1'-gGSP.csv,CR1149_TS054_3_solution.pdb,CR1149_TS054_3_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts054,4,57.744,0.062,CR1149_TS054_4_solution_CR1149_TS054_4_refined_C1'-gGSP.csv,CR1149_TS054_4_solution.pdb,CR1149_TS054_4_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts076,4,40.54,0.67,CR1149_TS076_4_solution_CR1149_TS076_4_refined_C1'-gGSP.csv,CR1149_TS076_4_solution.pdb,CR1149_TS076_4_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts097,1,3.864,0.238,CR1149_TS097_1_solution_CR1149_TS097_1_refined_C1'-gGSP.csv,CR1149_TS097_1_solution.pdb,CR1149_TS097_1_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts097,2,3.781,0.225,CR1149_TS097_2_solution_CR1149_TS097_2_refined_C1'-gGSP.csv,CR1149_TS097_2_solution.pdb,CR1149_TS097_2_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts110,1,51.054,0.578,CR1149_TS110_1_solution_CR1149_TS110_1_refined_C1'-gGSP.csv,CR1149_TS110_1_solution.pdb,CR1149_TS110_1_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts110,2,61.739,0.626,CR1149_TS110_2_solution_CR1149_TS110_2_refined_C1'-gGSP.csv,CR1149_TS110_2_solution.pdb,CR1149_TS110_2_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts119,2,52.848,0.709,CR1149_TS119_2_solution_CR1149_TS119_2_refined_C1'-gGSP.csv,CR1149_TS119_2_solution.pdb,CR1149_TS119_2_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts119,3,54.904,0.719,CR1149_TS119_3_solution_CR1149_TS119_3_refined_C1'-gGSP.csv,CR1149_TS119_3_solution.pdb,CR1149_TS119_3_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts125,5,44.678,0.105,CR1149_TS125_5_solution_CR1149_TS125_5_refined_C1'-gGSP.csv,CR1149_TS125_5_solution.pdb,CR1149_TS125_5_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts128,1,70.937,0.574,CR1149_TS128_1_solution_CR1149_TS128_1_refined_C1'-gGSP.csv,CR1149_TS128_1_solution.pdb,CR1149_TS128_1_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts131,1,3.88,0.057,CR1149_TS131_1_solution_CR1149_TS131_1_refined_C1'-gGSP.csv,CR1149_TS131_1_solution.pdb,CR1149_TS131_1_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts131,2,3.759,0.022,CR1149_TS131_2_solution_CR1149_TS131_2_refined_C1'-gGSP.csv,CR1149_TS131_2_solution.pdb,CR1149_TS131_2_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts131,3,4.197,0.046,CR1149_TS131_3_solution_CR1149_TS131_3_refined_C1'-gGSP.csv,CR1149_TS131_3_solution.pdb,CR1149_TS131_3_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts131,4,10.835,0.049,CR1149_TS131_4_solution_CR1149_TS131_4_refined_C1'-gGSP.csv,CR1149_TS131_4_solution.pdb,CR1149_TS131_4_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts131,5,3.956,0.024,CR1149_TS131_5_solution_CR1149_TS131_5_refined_C1'-gGSP.csv,CR1149_TS131_5_solution.pdb,CR1149_TS131_5_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts177,1,8.178,0.003,CR1149_TS177_1_solution_CR1149_TS177_1_refined_C1'-gGSP.csv,CR1149_TS177_1_solution.pdb,CR1149_TS177_1_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts235,1,42.215,0.063,CR1149_TS235_1_solution_CR1149_TS235_1_refined_C1'-gGSP.csv,CR1149_TS235_1_solution.pdb,CR1149_TS235_1_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts235,2,46.26,0.029,CR1149_TS235_2_solution_CR1149_TS235_2_refined_C1'-gGSP.csv,CR1149_TS235_2_solution.pdb,CR1149_TS235_2_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts235,3,39.883,0.068,CR1149_TS235_3_solution_CR1149_TS235_3_refined_C1'-gGSP.csv,CR1149_TS235_3_solution.pdb,CR1149_TS235_3_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts235,4,40.835,0.033,CR1149_TS235_4_solution_CR1149_TS235_4_refined_C1'-gGSP.csv,CR1149_TS235_4_solution.pdb,CR1149_TS235_4_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts235,5,43.959,0.055,CR1149_TS235_5_solution_CR1149_TS235_5_refined_C1'-gGSP.csv,CR1149_TS235_5_solution.pdb,CR1149_TS235_5_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts238,1,51.554,0.016,CR1149_TS238_1_solution_CR1149_TS238_1_refined_C1'-gGSP.csv,CR1149_TS238_1_solution.pdb,CR1149_TS238_1_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts238,2,48.734,0.0,CR1149_TS238_2_solution_CR1149_TS238_2_refined_C1'-gGSP.csv,CR1149_TS238_2_solution.pdb,CR1149_TS238_2_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts245,4,12.606,0.44,CR1149_TS245_4_solution_CR1149_TS245_4_refined_C1'-gGSP.csv,CR1149_TS245_4_solution.pdb,CR1149_TS245_4_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts385,4,13.419,0.474,CR1149_TS385_4_solution_CR1149_TS385_4_refined_C1'-gGSP.csv,CR1149_TS385_4_solution.pdb,CR1149_TS385_4_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts392,2,39.286,0.523,CR1149_TS392_2_solution_CR1149_TS392_2_refined_C1'-gGSP.csv,CR1149_TS392_2_solution.pdb,CR1149_TS392_2_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts392,5,39.19,0.313,CR1149_TS392_5_solution_CR1149_TS392_5_refined_C1'-gGSP.csv,CR1149_TS392_5_solution.pdb,CR1149_TS392_5_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts416,1,53.336,0.311,CR1149_TS416_1_solution_CR1149_TS416_1_refined_C1'-gGSP.csv,CR1149_TS416_1_solution.pdb,CR1149_TS416_1_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts416,5,44.678,0.105,CR1149_TS416_5_solution_CR1149_TS416_5_refined_C1'-gGSP.csv,CR1149_TS416_5_solution.pdb,CR1149_TS416_5_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts434,3,45.556,0.672,CR1149_TS434_3_solution_CR1149_TS434_3_refined_C1'-gGSP.csv,CR1149_TS434_3_solution.pdb,CR1149_TS434_3_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts470,1,48.01,0.036,CR1149_TS470_1_solution_CR1149_TS470_1_refined_C1'-gGSP.csv,CR1149_TS470_1_solution.pdb,CR1149_TS470_1_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts470,2,48.647,0.079,CR1149_TS470_2_solution_CR1149_TS470_2_refined_C1'-gGSP.csv,CR1149_TS470_2_solution.pdb,CR1149_TS470_2_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts470,3,48.221,0.022,CR1149_TS470_3_solution_CR1149_TS470_3_refined_C1'-gGSP.csv,CR1149_TS470_3_solution.pdb,CR1149_TS470_3_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts470,4,48.455,0.071,CR1149_TS470_4_solution_CR1149_TS470_4_refined_C1'-gGSP.csv,CR1149_TS470_4_solution.pdb,CR1149_TS470_4_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts470,5,48.637,0.035,CR1149_TS470_5_solution_CR1149_TS470_5_refined_C1'-gGSP.csv,CR1149_TS470_5_solution.pdb,CR1149_TS470_5_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts489,1,48.01,0.036,CR1149_TS489_1_solution_CR1149_TS489_1_refined_C1'-gGSP.csv,CR1149_TS489_1_solution.pdb,CR1149_TS489_1_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts489,2,48.647,0.079,CR1149_TS489_2_solution_CR1149_TS489_2_refined_C1'-gGSP.csv,CR1149_TS489_2_solution.pdb,CR1149_TS489_2_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts489,3,48.221,0.022,CR1149_TS489_3_solution_CR1149_TS489_3_refined_C1'-gGSP.csv,CR1149_TS489_3_solution.pdb,CR1149_TS489_3_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts489,4,48.455,0.071,CR1149_TS489_4_solution_CR1149_TS489_4_refined_C1'-gGSP.csv,CR1149_TS489_4_solution.pdb,CR1149_TS489_4_refined.pdb,refined_pair,CR1149,True
CR1149,Viral element,ts489,5,48.637,0.035,CR1149_TS489_5_solution_CR1149_TS489_5_refined_C1'-gGSP.csv,CR1149_TS489_5_solution.pdb,CR1149_TS489_5_refined.pdb,refined_pair,CR1149,True
CR1156,Viral element,ts054,4,26.888,0.074,CR1156_TS054_4_solution_CR1156_TS054_4_refined_C1'-gGSP.csv,CR1156_TS054_4_solution.pdb,CR1156_TS054_4_refined.pdb,refined_pair,CR1156,True
CR1156,Viral element,ts081,5,27.039,0.576,CR1156_TS081_5_solution_CR1156_TS081_5_refined_C1'-gGSP.csv,CR1156_TS081_5_solution.pdb,CR1156_TS081_5_refined.pdb,refined_pair,CR1156,True
CR1156,Viral element,ts110,4,37.819,0.551,CR1156_TS110_4_solution_CR1156_TS110_4_refined_C1'-gGSP.csv,CR1156_TS110_4_solution.pdb,CR1156_TS110_4_refined.pdb,refined_pair,CR1156,True
CR1156,Viral element,ts110,5,31.121,0.184,CR1156_TS110_5_solution_CR1156_TS110_5_refined_C1'-gGSP.csv,CR1156_TS110_5_solution.pdb,CR1156_TS110_5_refined.pdb,refined_pair,CR1156,True
CR1156,Viral element,ts125,4,26.888,0.074,CR1156_TS125_4_solution_CR1156_TS125_4_refined_C1'-gGSP.csv,CR1156_TS125_4_solution.pdb,CR1156_TS125_4_refined.pdb,refined_pair,CR1156,True
CR1156,Viral element,ts125,5,34.344,0.077,CR1156_TS125_5_solution_CR1156_TS125_5_refined_C1'-gGSP.csv,CR1156_TS125_5_solution.pdb,CR1156_TS125_5_refined.pdb,refined_pair,CR1156,True
CR1156,Viral element,ts131,1,3.477,0.094,CR1156_TS131_1_solution_CR1156_TS131_1_refined_C1'-gGSP.csv,CR1156_TS131_1_solution.pdb,CR1156_TS131_1_refined.pdb,refined_pair,CR1156,True
CR1156,Viral element,ts131,2,3.204,0.068,CR1156_TS131_2_solution_CR1156_TS131_2_refined_C1'-gGSP.csv,CR1156_TS131_2_solution.pdb,CR1156_TS131_2_refined.pdb,refined_pair,CR1156,True
CR1156,Viral element,ts131,3,6.648,0.129,CR1156_TS131_3_solution_CR1156_TS131_3_refined_C1'-gGSP.csv,CR1156_TS131_3_solution.pdb,CR1156_TS131_3_refined.pdb,refined_pair,CR1156,True
CR1156,Viral element,ts131,4,3.298,0.057,CR1156_TS131_4_solution_CR1156_TS131_4_refined_C1'-gGSP.csv,CR1156_TS131_4_solution.pdb,CR1156_TS131_4_refined.pdb,refined_pair,CR1156,True
