Target,Type,Source,ModelGroup,gGSP
CR1149,Viral element,CASP RNA,TS035_5,59.514
CR1149,Viral element,CASP RNA,TS054_1,74.793
CR1149,Viral element,CASP RNA,TS054_2,49.837
CR1149,Viral element,CASP RNA,TS054_3,63.016
CR1149,Viral element,CASP RNA,TS054_4,65.848
CR1149,Viral element,CASP RNA,TS054_5,47.212
CR1149,Viral element,CASP RNA,TS076_1,65.959
CR1149,Viral element,CASP RNA,TS076_2,62.952
CR1149,Viral element,CASP RNA,TS076_3,55.48
CR1149,Viral element,CASP RNA,TS076_4,45.375
CR1149,Viral element,CASP RNA,TS076_5,67.25
CR1149,Viral element,CASP RNA,TS081_1,55.617
CR1149,Viral element,CASP RNA,TS081_2,50.746
CR1149,Viral element,CASP RNA,TS081_3,47.298
CR1149,Viral element,CASP RNA,TS081_4,69.378
CR1149,Viral element,CASP RNA,TS081_5,56.071
CR1149,Viral element,CASP RNA,TS091_1,4.489
CR1149,Viral element,CASP RNA,TS091_2,4.948
CR1149,Viral element,CASP RNA,TS091_3,4.593
CR1149,Viral element,CASP RNA,TS091_4,4.563
CR1149,Viral element,CASP RNA,TS091_5,4.187
CR1149,Viral element,CASP RNA,TS097_1,4.623
CR1149,Viral element,CASP RNA,TS097_2,4.502
CR1149,Viral element,CASP RNA,TS110_1,56.061
CR1149,Viral element,CASP RNA,TS110_2,67.686
CR1149,Viral element,CASP RNA,TS110_3,54.546
CR1149,Viral element,CASP RNA,TS110_4,45.87
CR1149,Viral element,CASP RNA,TS119_1,69.444
CR1149,Viral element,CASP RNA,TS119_2,60.863
CR1149,Viral element,CASP RNA,TS119_3,63.799
CR1149,Viral element,CASP RNA,TS119_4,54.689
CR1149,Viral element,CASP RNA,TS119_5,71.234
CR1149,Viral element,CASP RNA,TS125_1,55.059
CR1149,Viral element,CASP RNA,TS125_2,65.378
CR1149,Viral element,CASP RNA,TS125_3,76.11
CR1149,Viral element,CASP RNA,TS125_4,50.397
CR1149,Viral element,CASP RNA,TS125_5,49.993
CR1149,Viral element,CASP RNA,TS128_1,81.155
CR1149,Viral element,CASP RNA,TS128_2,64.866
CR1149,Viral element,CASP RNA,TS128_3,54.184
CR1149,Viral element,CASP RNA,TS128_4,73.145
CR1149,Viral element,CASP RNA,TS128_5,65.437
CR1149,Viral element,CASP RNA,TS131_1,4.307
CR1149,Viral element,CASP RNA,TS131_2,4.418
CR1149,Viral element,CASP RNA,TS131_3,4.812
CR1149,Viral element,CASP RNA,TS131_4,12.021
CR1149,Viral element,CASP RNA,TS131_5,4.433
CR1149,Viral element,CASP RNA,TS147_1,64.802
CR1149,Viral element,CASP RNA,TS147_2,64.003
CR1149,Viral element,CASP RNA,TS147_3,63.114
CR1149,Viral element,CASP RNA,TS147_4,60.975
CR1149,Viral element,CASP RNA,TS147_5,68.951
CR1149,Viral element,CASP RNA,TS177_1,9.103
CR1149,Viral element,CASP RNA,TS185_1,54.717
CR1149,Viral element,CASP RNA,TS185_2,54.404
CR1149,Viral element,CASP RNA,TS185_3,54.276
CR1149,Viral element,CASP RNA,TS185_4,54.834
CR1149,Viral element,CASP RNA,TS185_5,55.371
CR1149,Viral element,CASP RNA,TS227_1,65.149
CR1149,Viral element,CASP RNA,TS227_2,63.844
CR1149,Viral element,CASP RNA,TS227_3,61.792
CR1149,Viral element,CASP RNA,TS227_4,63.316
CR1149,Viral element,CASP RNA,TS227_5,62.469
CR1149,Viral element,CASP RNA,TS229_1,53.194
CR1149,Viral element,CASP RNA,TS229_2,50.66
CR1149,Viral element,CASP RNA,TS229_3,55.485
CR1149,Viral element,CASP RNA,TS229_4,36.619
CR1149,Viral element,CASP RNA,TS229_5,41.015
CR1149,Viral element,CASP RNA,TS232_1,55.351
CR1149,Viral element,CASP RNA,TS232_2,55.253
CR1149,Viral element,CASP RNA,TS232_3,54.973
CR1149,Viral element,CASP RNA,TS232_4,68.21
CR1149,Viral element,CASP RNA,TS232_5,71.693
CR1149,Viral element,CASP RNA,TS235_1,47.456
CR1149,Viral element,CASP RNA,TS235_2,52.746
CR1149,Viral element,CASP RNA,TS235_3,45.533
CR1149,Viral element,CASP RNA,TS235_4,46.372
CR1149,Viral element,CASP RNA,TS235_5,48.076
CR1149,Viral element,CASP RNA,TS238_1,55.674
CR1149,Viral element,CASP RNA,TS238_2,54.278
CR1149,Viral element,CASP RNA,TS239_1,52.185
CR1149,Viral element,CASP RNA,TS239_2,48.65
CR1149,Viral element,CASP RNA,TS239_3,51.365
CR1149,Viral element,CASP RNA,TS239_4,41.841
CR1149,Viral element,CASP RNA,TS239_5,38.412
CR1149,Viral element,CASP RNA,TS245_1,10.659
CR1149,Viral element,CASP RNA,TS245_2,13.816
CR1149,Viral element,CASP RNA,TS245_3,13.37
CR1149,Viral element,CASP RNA,TS245_4,13.026
CR1149,Viral element,CASP RNA,TS245_5,8.618
CR1149,Viral element,CASP RNA,TS248_1,74.793
CR1149,Viral element,CASP RNA,TS248_2,60.654
CR1149,Viral element,CASP RNA,TS248_3,71.48
CR1149,Viral element,CASP RNA,TS248_4,52.509
CR1149,Viral element,CASP RNA,TS248_5,42.013
CR1149,Viral element,CASP RNA,TS287_1,70.224
CR1149,Viral element,CASP RNA,TS287_2,61.632
CR1149,Viral element,CASP RNA,TS287_3,61.415
CR1149,Viral element,CASP RNA,TS287_4,60.501
CR1149,Viral element,CASP RNA,TS287_5,51.776
CR1149,Viral element,CASP RNA,TS385_1,12.028
CR1149,Viral element,CASP RNA,TS385_2,13.934
CR1149,Viral element,CASP RNA,TS385_3,14.86
CR1149,Viral element,CASP RNA,TS385_4,14.152
CR1149,Viral element,CASP RNA,TS385_5,9.484
CR1149,Viral element,CASP RNA,TS392_1,45.776
CR1149,Viral element,CASP RNA,TS392_2,44.833
CR1149,Viral element,CASP RNA,TS392_3,5.1
CR1149,Viral element,CASP RNA,TS392_4,54.15
CR1149,Viral element,CASP RNA,TS392_5,43.971
CR1149,Viral element,CASP RNA,TS416_1,59.46
CR1149,Viral element,CASP RNA,TS416_2,58.834
CR1149,Viral element,CASP RNA,TS416_3,76.11
CR1149,Viral element,CASP RNA,TS416_4,50.397
CR1149,Viral element,CASP RNA,TS416_5,49.993
CR1149,Viral element,CASP RNA,TS434_1,60.598
CR1149,Viral element,CASP RNA,TS434_2,62.742
CR1149,Viral element,CASP RNA,TS434_3,51.088
CR1149,Viral element,CASP RNA,TS434_4,62.388
CR1149,Viral element,CASP RNA,TS434_5,61.077
CR1149,Viral element,CASP RNA,TS470_1,52.733
CR1149,Viral element,CASP RNA,TS470_2,53.079
CR1149,Viral element,CASP RNA,TS470_3,52.808
CR1149,Viral element,CASP RNA,TS470_4,53.138
CR1149,Viral element,CASP RNA,TS470_5,53.297
CR1149,Viral element,CASP RNA,TS489_1,52.733
CR1149,Viral element,CASP RNA,TS489_2,53.079
CR1149,Viral element,CASP RNA,TS489_3,52.808
CR1149,Viral element,CASP RNA,TS489_4,53.138
CR1149,Viral element,CASP RNA,TS489_5,53.297
CR1156,Viral element,CASP RNA,TS029_1,7.542
CR1156,Viral element,CASP RNA,TS029_2,5.42
CR1156,Viral element,CASP RNA,TS029_3,8.957
CR1156,Viral element,CASP RNA,TS029_4,7.16
CR1156,Viral element,CASP RNA,TS029_5,6.933
CR1156,Viral element,CASP RNA,TS035_1,50.245
CR1156,Viral element,CASP RNA,TS035_2,49.722
CR1156,Viral element,CASP RNA,TS035_3,52.249
CR1156,Viral element,CASP RNA,TS035_4,45.983
CR1156,Viral element,CASP RNA,TS035_5,49.846
CR1156,Viral element,CASP RNA,TS054_1,45.456
CR1156,Viral element,CASP RNA,TS054_2,41.967
CR1156,Viral element,CASP RNA,TS054_3,53.434
CR1156,Viral element,CASP RNA,TS054_4,35.195
CR1156,Viral element,CASP RNA,TS054_5,47.491
CR1156,Viral element,CASP RNA,TS076_1,41.004
CR1156,Viral element,CASP RNA,TS076_2,44.744
CR1156,Viral element,CASP RNA,TS076_3,31.553
CR1156,Viral element,CASP RNA,TS076_4,47.706
CR1156,Viral element,CASP RNA,TS076_5,42.136
CR1156,Viral element,CASP RNA,TS081_1,44.267
CR1156,Viral element,CASP RNA,TS081_2,40.158
CR1156,Viral element,CASP RNA,TS081_3,39.569
CR1156,Viral element,CASP RNA,TS081_4,41.155
CR1156,Viral element,CASP RNA,TS081_5,37.792
CR1156,Viral element,CASP RNA,TS091_1,3.891
CR1156,Viral element,CASP RNA,TS091_2,3.973
CR1156,Viral element,CASP RNA,TS091_3,4.11
CR1156,Viral element,CASP RNA,TS091_4,3.708
CR1156,Viral element,CASP RNA,TS091_5,3.885
CR1156,Viral element,CASP RNA,TS097_1,3.639
CR1156,Viral element,CASP RNA,TS097_2,3.619
CR1156,Viral element,CASP RNA,TS097_3,3.668
CR1156,Viral element,CASP RNA,TS110_1,55.801
CR1156,Viral element,CASP RNA,TS110_2,49.744
CR1156,Viral element,CASP RNA,TS110_3,49.098
CR1156,Viral element,CASP RNA,TS110_4,50.726
CR1156,Viral element,CASP RNA,TS110_5,40.86
CR1156,Viral element,CASP RNA,TS119_1,41.401
CR1156,Viral element,CASP RNA,TS119_2,57.388
CR1156,Viral element,CASP RNA,TS119_3,58.333
CR1156,Viral element,CASP RNA,TS119_4,55.706
CR1156,Viral element,CASP RNA,TS119_5,34.973
CR1156,Viral element,CASP RNA,TS125_1,29.249
CR1156,Viral element,CASP RNA,TS125_2,32.248
CR1156,Viral element,CASP RNA,TS125_3,47.411
CR1156,Viral element,CASP RNA,TS125_4,35.195
CR1156,Viral element,CASP RNA,TS125_5,47.268
CR1156,Viral element,CASP RNA,TS128_1,62.79
CR1156,Viral element,CASP RNA,TS128_2,50.129
CR1156,Viral element,CASP RNA,TS128_3,45.651
CR1156,Viral element,CASP RNA,TS128_4,30.626
CR1156,Viral element,CASP RNA,TS128_5,77.557
CR1156,Viral element,CASP RNA,TS131_1,4.514
CR1156,Viral element,CASP RNA,TS131_2,3.994
CR1156,Viral element,CASP RNA,TS131_3,7.85
CR1156,Viral element,CASP RNA,TS131_4,3.99
CR1156,Viral element,CASP RNA,TS131_5,3.929
CR1156,Viral element,CASP RNA,TS147_1,31.308
CR1156,Viral element,CASP RNA,TS147_2,33.786
CR1156,Viral element,CASP RNA,TS147_3,32.658
CR1156,Viral element,CASP RNA,TS147_4,32.255
CR1156,Viral element,CASP RNA,TS147_5,32.702
CR1156,Viral element,CASP RNA,TS177_1,11.137
CR1156,Viral element,CASP RNA,TS185_1,43.224
CR1156,Viral element,CASP RNA,TS185_2,29.792
CR1156,Viral element,CASP RNA,TS185_3,26.998
CR1156,Viral element,CASP RNA,TS185_4,29.127
CR1156,Viral element,CASP RNA,TS185_5,14.492
CR1156,Viral element,CASP RNA,TS227_1,30.992
CR1156,Viral element,CASP RNA,TS227_2,29.446
CR1156,Viral element,CASP RNA,TS227_3,34.948
CR1156,Viral element,CASP RNA,TS227_4,36.372
CR1156,Viral element,CASP RNA,TS227_5,31.051
CR1156,Viral element,CASP RNA,TS229_1,39.358
CR1156,Viral element,CASP RNA,TS229_2,36.508
CR1156,Viral element,CASP RNA,TS229_3,26.827
CR1156,Viral element,CASP RNA,TS229_4,25.923
CR1156,Viral element,CASP RNA,TS229_5,28.099
CR1156,Viral element,CASP RNA,TS232_1,46.558
CR1156,Viral element,CASP RNA,TS232_2,46.393
CR1156,Viral element,CASP RNA,TS232_3,68.365
CR1156,Viral element,CASP RNA,TS232_4,47.344
CR1156,Viral element,CASP RNA,TS232_5,45.997
CR1156,Viral element,CASP RNA,TS235_1,37.176
CR1156,Viral element,CASP RNA,TS235_2,37.939
CR1156,Viral element,CASP RNA,TS235_3,35.061
CR1156,Viral element,CASP RNA,TS235_4,35.789
CR1156,Viral element,CASP RNA,TS235_5,35.529
CR1156,Viral element,CASP RNA,TS238_1,30.244
CR1156,Viral element,CASP RNA,TS238_2,35.356
CR1156,Viral element,CASP RNA,TS238_3,38.54
CR1156,Viral element,CASP RNA,TS238_4,30.44
CR1156,Viral element,CASP RNA,TS238_5,29.588
CR1156,Viral element,CASP RNA,TS239_1,39.358
CR1156,Viral element,CASP RNA,TS239_2,36.678
CR1156,Viral element,CASP RNA,TS239_3,28.099
CR1156,Viral element,CASP RNA,TS239_4,28.311
CR1156,Viral element,CASP RNA,TS239_5,26.827
CR1156,Viral element,CASP RNA,TS245_1,7.205
CR1156,Viral element,CASP RNA,TS245_2,7.31
CR1156,Viral element,CASP RNA,TS245_3,7.805
CR1156,Viral element,CASP RNA,TS245_4,9.317
CR1156,Viral element,CASP RNA,TS245_5,7.874
CR1156,Viral element,CASP RNA,TS248_1,50.245
CR1156,Viral element,CASP RNA,TS248_2,49.722
CR1156,Viral element,CASP RNA,TS248_3,52.95
CR1156,Viral element,CASP RNA,TS248_4,49.846
CR1156,Viral element,CASP RNA,TS248_5,3.905
CR1156,Viral element,CASP RNA,TS287_1,47.245
CR1156,Viral element,CASP RNA,TS287_2,35.883
CR1156,Viral element,CASP RNA,TS287_3,33.909
CR1156,Viral element,CASP RNA,TS287_4,32.851
CR1156,Viral element,CASP RNA,TS287_5,46.13
CR1156,Viral element,CASP RNA,TS385_1,7.205
CR1156,Viral element,CASP RNA,TS392_1,36.977
CR1156,Viral element,CASP RNA,TS392_2,48.559
CR1156,Viral element,CASP RNA,TS392_3,41.911
CR1156,Viral element,CASP RNA,TS392_4,36.463
CR1156,Viral element,CASP RNA,TS392_5,37.113
CR1156,Viral element,CASP RNA,TS416_1,43.575
CR1156,Viral element,CASP RNA,TS416_2,29.249
CR1156,Viral element,CASP RNA,TS416_3,45.431
CR1156,Viral element,CASP RNA,TS416_4,42.309
CR1156,Viral element,CASP RNA,TS416_5,35.195
CR1156,Viral element,CASP RNA,TS434_1,33.752
CR1156,Viral element,CASP RNA,TS434_2,34.376
CR1156,Viral element,CASP RNA,TS434_3,39.185
CR1156,Viral element,CASP RNA,TS434_4,33.627
CR1156,Viral element,CASP RNA,TS434_5,32.753
CR1156,Viral element,CASP RNA,TS439_1,36.508
CR1156,Viral element,CASP RNA,TS439_2,43.568
CR1156,Viral element,CASP RNA,TS439_3,41.318
CR1156,Viral element,CASP RNA,TS439_4,39.358
CR1156,Viral element,CASP RNA,TS439_5,36.371
CR1156,Viral element,CASP RNA,TS470_1,46.444
CR1156,Viral element,CASP RNA,TS470_2,47.638
CR1156,Viral element,CASP RNA,TS470_3,47.711
CR1156,Viral element,CASP RNA,TS470_4,47.929
CR1156,Viral element,CASP RNA,TS470_5,49.446
CR1156,Viral element,CASP RNA,TS489_1,46.444
CR1156,Viral element,CASP RNA,TS489_2,47.638
CR1156,Viral element,CASP RNA,TS489_3,47.711
CR1156,Viral element,CASP RNA,TS489_4,47.929
CR1156,Viral element,CASP RNA,TS489_5,49.446
CR1189,RNA-binding protein,CASP RNA,TS029_1,9.469
CR1189,RNA-binding protein,CASP RNA,TS029_2,5.945
CR1189,RNA-binding protein,CASP RNA,TS029_3,7.135
CR1189,RNA-binding protein,CASP RNA,TS035_1,26.984
CR1189,RNA-binding protein,CASP RNA,TS035_2,26.984
CR1189,RNA-binding protein,CASP RNA,TS035_3,26.706
CR1189,RNA-binding protein,CASP RNA,TS035_4,20.896
CR1189,RNA-binding protein,CASP RNA,TS035_5,20.896
CR1189,RNA-binding protein,CASP RNA,TS054_1,22.545
CR1189,RNA-binding protein,CASP RNA,TS054_2,22.545
CR1189,RNA-binding protein,CASP RNA,TS054_3,22.545
CR1189,RNA-binding protein,CASP RNA,TS054_4,22.545
CR1189,RNA-binding protein,CASP RNA,TS054_5,26.887
CR1189,RNA-binding protein,CASP RNA,TS076_1,23.311
CR1189,RNA-binding protein,CASP RNA,TS076_2,23.041
CR1189,RNA-binding protein,CASP RNA,TS076_3,23.099
CR1189,RNA-binding protein,CASP RNA,TS076_4,20.902
CR1189,RNA-binding protein,CASP RNA,TS076_5,26.239
CR1189,RNA-binding protein,CASP RNA,TS081_1,32.334
CR1189,RNA-binding protein,CASP RNA,TS081_2,33.698
CR1189,RNA-binding protein,CASP RNA,TS081_3,32.494
CR1189,RNA-binding protein,CASP RNA,TS081_4,32.055
CR1189,RNA-binding protein,CASP RNA,TS081_5,33.408
CR1189,RNA-binding protein,CASP RNA,TS097_1,25.401
CR1189,RNA-binding protein,CASP RNA,TS097_2,21.611
CR1189,RNA-binding protein,CASP RNA,TS119_1,29.105
CR1189,RNA-binding protein,CASP RNA,TS119_2,30.117
CR1189,RNA-binding protein,CASP RNA,TS119_3,31.773
CR1189,RNA-binding protein,CASP RNA,TS119_4,30.142
CR1189,RNA-binding protein,CASP RNA,TS119_5,29.921
CR1189,RNA-binding protein,CASP RNA,TS125_1,22.545
CR1189,RNA-binding protein,CASP RNA,TS125_2,22.545
CR1189,RNA-binding protein,CASP RNA,TS125_3,22.545
CR1189,RNA-binding protein,CASP RNA,TS125_4,22.545
CR1189,RNA-binding protein,CASP RNA,TS125_5,22.545
CR1189,RNA-binding protein,CASP RNA,TS131_1,30.56
CR1189,RNA-binding protein,CASP RNA,TS131_2,32.578
CR1189,RNA-binding protein,CASP RNA,TS131_3,32.283
CR1189,RNA-binding protein,CASP RNA,TS131_4,33.138
CR1189,RNA-binding protein,CASP RNA,TS131_5,32.12
CR1189,RNA-binding protein,CASP RNA,TS147_1,21.482
CR1189,RNA-binding protein,CASP RNA,TS147_2,28.375
CR1189,RNA-binding protein,CASP RNA,TS147_3,24.675
CR1189,RNA-binding protein,CASP RNA,TS147_4,24.035
CR1189,RNA-binding protein,CASP RNA,TS147_5,27.984
CR1189,RNA-binding protein,CASP RNA,TS177_1,16.093
CR1189,RNA-binding protein,CASP RNA,TS177_2,13.301
CR1189,RNA-binding protein,CASP RNA,TS177_3,16.781
CR1189,RNA-binding protein,CASP RNA,TS185_1,21.061
CR1189,RNA-binding protein,CASP RNA,TS185_2,18.184
CR1189,RNA-binding protein,CASP RNA,TS185_3,18.821
CR1189,RNA-binding protein,CASP RNA,TS185_4,16.87
CR1189,RNA-binding protein,CASP RNA,TS185_5,21.208
CR1189,RNA-binding protein,CASP RNA,TS227_1,27.446
CR1189,RNA-binding protein,CASP RNA,TS227_2,24.64
CR1189,RNA-binding protein,CASP RNA,TS227_3,23.442
CR1189,RNA-binding protein,CASP RNA,TS227_4,26.876
CR1189,RNA-binding protein,CASP RNA,TS227_5,23.131
CR1189,RNA-binding protein,CASP RNA,TS229_1,27.58
CR1189,RNA-binding protein,CASP RNA,TS229_2,26.482
CR1189,RNA-binding protein,CASP RNA,TS229_3,28.239
CR1189,RNA-binding protein,CASP RNA,TS229_4,32.534
CR1189,RNA-binding protein,CASP RNA,TS229_5,28.438
CR1189,RNA-binding protein,CASP RNA,TS232_1,27.886
CR1189,RNA-binding protein,CASP RNA,TS232_2,28.838
CR1189,RNA-binding protein,CASP RNA,TS232_3,27.113
CR1189,RNA-binding protein,CASP RNA,TS232_4,28.737
CR1189,RNA-binding protein,CASP RNA,TS232_5,28.856
CR1189,RNA-binding protein,CASP RNA,TS235_1,24.184
CR1189,RNA-binding protein,CASP RNA,TS235_2,22.379
CR1189,RNA-binding protein,CASP RNA,TS235_3,31.087
CR1189,RNA-binding protein,CASP RNA,TS235_4,23.193
CR1189,RNA-binding protein,CASP RNA,TS235_5,24.957
CR1189,RNA-binding protein,CASP RNA,TS238_1,28.07
CR1189,RNA-binding protein,CASP RNA,TS238_2,23.814
CR1189,RNA-binding protein,CASP RNA,TS239_1,27.58
CR1189,RNA-binding protein,CASP RNA,TS239_2,26.482
CR1189,RNA-binding protein,CASP RNA,TS239_3,28.239
CR1189,RNA-binding protein,CASP RNA,TS239_4,32.534
CR1189,RNA-binding protein,CASP RNA,TS239_5,28.438
CR1189,RNA-binding protein,CASP RNA,TS245_1,10.709
CR1189,RNA-binding protein,CASP RNA,TS245_2,14.035
CR1189,RNA-binding protein,CASP RNA,TS245_3,11.712
CR1189,RNA-binding protein,CASP RNA,TS245_4,12.006
CR1189,RNA-binding protein,CASP RNA,TS245_5,12.367
CR1189,RNA-binding protein,CASP RNA,TS248_1,7.493
CR1189,RNA-binding protein,CASP RNA,TS248_2,7.441
CR1189,RNA-binding protein,CASP RNA,TS248_3,7.489
CR1189,RNA-binding protein,CASP RNA,TS248_4,7.558
CR1189,RNA-binding protein,CASP RNA,TS248_5,7.51
CR1189,RNA-binding protein,CASP RNA,TS257_1,23.575
CR1189,RNA-binding protein,CASP RNA,TS257_2,28.992
CR1189,RNA-binding protein,CASP RNA,TS257_3,26.828
CR1189,RNA-binding protein,CASP RNA,TS257_4,29.289
CR1189,RNA-binding protein,CASP RNA,TS257_5,26.319
CR1189,RNA-binding protein,CASP RNA,TS287_1,29.298
CR1189,RNA-binding protein,CASP RNA,TS287_2,31.351
CR1189,RNA-binding protein,CASP RNA,TS287_3,29.652
CR1189,RNA-binding protein,CASP RNA,TS287_4,32.892
CR1189,RNA-binding protein,CASP RNA,TS287_5,32.761
CR1189,RNA-binding protein,CASP RNA,TS385_1,10.709
CR1189,RNA-binding protein,CASP RNA,TS392_1,28.601
CR1189,RNA-binding protein,CASP RNA,TS392_2,23.646
CR1189,RNA-binding protein,CASP RNA,TS392_3,28.26
CR1189,RNA-binding protein,CASP RNA,TS392_4,28.948
CR1189,RNA-binding protein,CASP RNA,TS392_5,27.255
CR1189,RNA-binding protein,CASP RNA,TS434_1,19.996
CR1189,RNA-binding protein,CASP RNA,TS434_2,23.969
CR1189,RNA-binding protein,CASP RNA,TS434_3,22.687
CR1189,RNA-binding protein,CASP RNA,TS434_4,25.549
CR1189,RNA-binding protein,CASP RNA,TS434_5,26.266
CR1189,RNA-binding protein,CASP RNA,TS439_1,16.613
CR1189,RNA-binding protein,CASP RNA,TS439_2,18.872
CR1189,RNA-binding protein,CASP RNA,TS439_3,28.239
CR1189,RNA-binding protein,CASP RNA,TS439_4,32.534
CR1189,RNA-binding protein,CASP RNA,TS439_5,28.438
CR1189,RNA-binding protein,CASP RNA,TS444_1,30.505
CR1189,RNA-binding protein,CASP RNA,TS444_2,32.373
CR1189,RNA-binding protein,CASP RNA,TS444_3,32.103
CR1189,RNA-binding protein,CASP RNA,TS444_4,32.324
CR1189,RNA-binding protein,CASP RNA,TS444_5,30.312
CR1189,RNA-binding protein,CASP RNA,TS470_1,32.667
CR1189,RNA-binding protein,CASP RNA,TS470_2,31.227
CR1189,RNA-binding protein,CASP RNA,TS470_3,31.198
CR1189,RNA-binding protein,CASP RNA,TS470_4,31.75
CR1189,RNA-binding protein,CASP RNA,TS470_5,31.678
CR1189,RNA-binding protein,CASP RNA,TS489_1,32.667
CR1189,RNA-binding protein,CASP RNA,TS489_2,31.227
CR1189,RNA-binding protein,CASP RNA,TS489_3,31.198
CR1189,RNA-binding protein,CASP RNA,TS489_4,31.75
CR1189,RNA-binding protein,CASP RNA,TS489_5,31.678
CR1189,RNA-binding protein,CASP RNA,TS494_1,31.869
CR1189,RNA-binding protein,CASP RNA,TS494_2,32.041
CR1189,RNA-binding protein,CASP RNA,TS494_3,31.933
CR1189,RNA-binding protein,CASP RNA,TS494_4,31.924
CR1189,RNA-binding protein,CASP RNA,TS494_5,32.455
CR1190,RNA-binding protein,CASP RNA,TS029_1,8.467
CR1190,RNA-binding protein,CASP RNA,TS029_2,10.207
CR1190,RNA-binding protein,CASP RNA,TS029_3,7.385
CR1190,RNA-binding protein,CASP RNA,TS035_1,29.5
CR1190,RNA-binding protein,CASP RNA,TS035_2,29.5
CR1190,RNA-binding protein,CASP RNA,TS035_3,29.5
CR1190,RNA-binding protein,CASP RNA,TS035_4,24.283
CR1190,RNA-binding protein,CASP RNA,TS035_5,30.466
CR1190,RNA-binding protein,CASP RNA,TS054_1,24.555
CR1190,RNA-binding protein,CASP RNA,TS054_2,24.555
CR1190,RNA-binding protein,CASP RNA,TS054_3,24.555
CR1190,RNA-binding protein,CASP RNA,TS054_4,24.555
CR1190,RNA-binding protein,CASP RNA,TS054_5,29.3
CR1190,RNA-binding protein,CASP RNA,TS076_1,26.515
CR1190,RNA-binding protein,CASP RNA,TS076_2,25.845
CR1190,RNA-binding protein,CASP RNA,TS076_3,26.62
CR1190,RNA-binding protein,CASP RNA,TS076_4,24.824
CR1190,RNA-binding protein,CASP RNA,TS076_5,32.973
CR1190,RNA-binding protein,CASP RNA,TS081_1,37.085
CR1190,RNA-binding protein,CASP RNA,TS081_2,39.287
CR1190,RNA-binding protein,CASP RNA,TS081_3,37.154
CR1190,RNA-binding protein,CASP RNA,TS081_4,38.649
CR1190,RNA-binding protein,CASP RNA,TS081_5,36.513
CR1190,RNA-binding protein,CASP RNA,TS097_1,18.395
CR1190,RNA-binding protein,CASP RNA,TS119_1,26.452
CR1190,RNA-binding protein,CASP RNA,TS119_2,25.279
CR1190,RNA-binding protein,CASP RNA,TS119_3,37.072
CR1190,RNA-binding protein,CASP RNA,TS119_4,32.658
CR1190,RNA-binding protein,CASP RNA,TS119_5,38.734
CR1190,RNA-binding protein,CASP RNA,TS125_1,24.555
CR1190,RNA-binding protein,CASP RNA,TS125_2,24.555
CR1190,RNA-binding protein,CASP RNA,TS125_3,24.555
CR1190,RNA-binding protein,CASP RNA,TS125_4,24.555
CR1190,RNA-binding protein,CASP RNA,TS125_5,24.555
CR1190,RNA-binding protein,CASP RNA,TS131_1,33.146
CR1190,RNA-binding protein,CASP RNA,TS131_2,34.096
CR1190,RNA-binding protein,CASP RNA,TS131_3,35.277
CR1190,RNA-binding protein,CASP RNA,TS131_4,35.793
CR1190,RNA-binding protein,CASP RNA,TS131_5,35.07
CR1190,RNA-binding protein,CASP RNA,TS147_1,25.51
CR1190,RNA-binding protein,CASP RNA,TS147_2,26.88
CR1190,RNA-binding protein,CASP RNA,TS147_4,32.469
CR1190,RNA-binding protein,CASP RNA,TS147_5,29.847
CR1190,RNA-binding protein,CASP RNA,TS177_1,16.339
CR1190,RNA-binding protein,CASP RNA,TS177_2,13.987
CR1190,RNA-binding protein,CASP RNA,TS177_3,18.117
CR1190,RNA-binding protein,CASP RNA,TS185_1,28.444
CR1190,RNA-binding protein,CASP RNA,TS185_2,27.52
CR1190,RNA-binding protein,CASP RNA,TS185_3,26.036
CR1190,RNA-binding protein,CASP RNA,TS185_4,25.015
CR1190,RNA-binding protein,CASP RNA,TS185_5,25.827
CR1190,RNA-binding protein,CASP RNA,TS227_1,25.36
CR1190,RNA-binding protein,CASP RNA,TS227_2,27.331
CR1190,RNA-binding protein,CASP RNA,TS227_3,30.052
CR1190,RNA-binding protein,CASP RNA,TS227_4,30.859
CR1190,RNA-binding protein,CASP RNA,TS229_1,30.151
CR1190,RNA-binding protein,CASP RNA,TS229_2,29.571
CR1190,RNA-binding protein,CASP RNA,TS229_3,30.156
CR1190,RNA-binding protein,CASP RNA,TS229_4,36.51
CR1190,RNA-binding protein,CASP RNA,TS229_5,33.691
CR1190,RNA-binding protein,CASP RNA,TS232_1,30.402
CR1190,RNA-binding protein,CASP RNA,TS232_2,30.316
CR1190,RNA-binding protein,CASP RNA,TS232_3,29.758
CR1190,RNA-binding protein,CASP RNA,TS232_4,31.214
CR1190,RNA-binding protein,CASP RNA,TS232_5,30.615
CR1190,RNA-binding protein,CASP RNA,TS235_1,30.248
CR1190,RNA-binding protein,CASP RNA,TS235_2,29.633
CR1190,RNA-binding protein,CASP RNA,TS235_3,26.813
CR1190,RNA-binding protein,CASP RNA,TS235_4,30.857
CR1190,RNA-binding protein,CASP RNA,TS235_5,27.064
CR1190,RNA-binding protein,CASP RNA,TS238_2,29.224
CR1190,RNA-binding protein,CASP RNA,TS239_1,30.151
CR1190,RNA-binding protein,CASP RNA,TS239_2,29.571
CR1190,RNA-binding protein,CASP RNA,TS239_3,30.156
CR1190,RNA-binding protein,CASP RNA,TS239_4,36.51
