Target,Lab,Num,gGSP,lddt,gsp_filename,target_pdb,model_pdb,mode,case_id
CR1126,ts110,4,19.665,0.466,CR1126_TS110_4_solution_CR1126_TS110_4_refined_C1'-gGSP.csv,CR1126_TS110_4_solution.pdb,CR1126_TS110_4_refined.pdb,refined_pair,CR1126
CR1126,ts110,5,18.121,0.495,CR1126_TS110_5_solution_CR1126_TS110_5_refined_C1'-gGSP.csv,CR1126_TS110_5_solution.pdb,CR1126_TS110_5_refined.pdb,refined_pair,CR1126
CR1126,ts119,1,20.36,0.521,CR1126_TS119_1_solution_CR1126_TS119_1_refined_C1'-gGSP.csv,CR1126_TS119_1_solution.pdb,CR1126_TS119_1_refined.pdb,refined_pair,CR1126
CR1126,ts119,2,17.294,0.536,CR1126_TS119_2_solution_CR1126_TS119_2_refined_C1'-gGSP.csv,CR1126_TS119_2_solution.pdb,CR1126_TS119_2_refined.pdb,refined_pair,CR1126
CR1126,ts119,3,17.011,0.523,CR1126_TS119_3_solution_CR1126_TS119_3_refined_C1'-gGSP.csv,CR1126_TS119_3_solution.pdb,CR1126_TS119_3_refined.pdb,refined_pair,CR1126
CR1126,ts119,4,15.386,0.5,CR1126_TS119_4_solution_CR1126_TS119_4_refined_C1'-gGSP.csv,CR1126_TS119_4_solution.pdb,CR1126_TS119_4_refined.pdb,refined_pair,CR1126
CR1126,ts119,5,14.508,0.474,CR1126_TS119_5_solution_CR1126_TS119_5_refined_C1'-gGSP.csv,CR1126_TS119_5_solution.pdb,CR1126_TS119_5_refined.pdb,refined_pair,CR1126
CR1126,ts125,1,16.751,0.507,CR1126_TS125_1_solution_CR1126_TS125_1_refined_C1'-gGSP.csv,CR1126_TS125_1_solution.pdb,CR1126_TS125_1_refined.pdb,refined_pair,CR1126
CR1126,ts125,2,17.102,0.511,CR1126_TS125_2_solution_CR1126_TS125_2_refined_C1'-gGSP.csv,CR1126_TS125_2_solution.pdb,CR1126_TS125_2_refined.pdb,refined_pair,CR1126
CR1126,ts125,3,22.129,0.521,CR1126_TS125_3_solution_CR1126_TS125_3_refined_C1'-gGSP.csv,CR1126_TS125_3_solution.pdb,CR1126_TS125_3_refined.pdb,refined_pair,CR1126
CR1126,ts125,4,16.673,0.047,CR1126_TS125_4_solution_CR1126_TS125_4_refined_C1'-gGSP.csv,CR1126_TS125_4_solution.pdb,CR1126_TS125_4_refined.pdb,refined_pair,CR1126
CR1126,ts125,5,17.608,0.042,CR1126_TS125_5_solution_CR1126_TS125_5_refined_C1'-gGSP.csv,CR1126_TS125_5_solution.pdb,CR1126_TS125_5_refined.pdb,refined_pair,CR1126
CR1126,ts128,1,25.61,0.02,CR1126_TS128_1_solution_CR1126_TS128_1_refined_C1'-gGSP.csv,CR1126_TS128_1_solution.pdb,CR1126_TS128_1_refined.pdb,refined_pair,CR1126
CR1126,ts128,2,27.38,0.544,CR1126_TS128_2_solution_CR1126_TS128_2_refined_C1'-gGSP.csv,CR1126_TS128_2_solution.pdb,CR1126_TS128_2_refined.pdb,refined_pair,CR1126
CR1126,ts128,3,24.327,0.052,CR1126_TS128_3_solution_CR1126_TS128_3_refined_C1'-gGSP.csv,CR1126_TS128_3_solution.pdb,CR1126_TS128_3_refined.pdb,refined_pair,CR1126
CR1126,ts128,4,25.752,0.028,CR1126_TS128_4_solution_CR1126_TS128_4_refined_C1'-gGSP.csv,CR1126_TS128_4_solution.pdb,CR1126_TS128_4_refined.pdb,refined_pair,CR1126
CR1126,ts128,5,25.287,0.027,CR1126_TS128_5_solution_CR1126_TS128_5_refined_C1'-gGSP.csv,CR1126_TS128_5_solution.pdb,CR1126_TS128_5_refined.pdb,refined_pair,CR1126
CR1126,ts131,1,2.587,0.071,CR1126_TS131_1_solution_CR1126_TS131_1_refined_C1'-gGSP.csv,CR1126_TS131_1_solution.pdb,CR1126_TS131_1_refined.pdb,refined_pair,CR1126
CR1126,ts131,2,2.669,0.124,CR1126_TS131_2_solution_CR1126_TS131_2_refined_C1'-gGSP.csv,CR1126_TS131_2_solution.pdb,CR1126_TS131_2_refined.pdb,refined_pair,CR1126
CR1126,ts131,3,2.703,0.11,CR1126_TS131_3_solution_CR1126_TS131_3_refined_C1'-gGSP.csv,CR1126_TS131_3_solution.pdb,CR1126_TS131_3_refined.pdb,refined_pair,CR1126
CR1126,ts131,4,2.666,0.071,CR1126_TS131_4_solution_CR1126_TS131_4_refined_C1'-gGSP.csv,CR1126_TS131_4_solution.pdb,CR1126_TS131_4_refined.pdb,refined_pair,CR1126
CR1126,ts131,5,2.641,0.103,CR1126_TS131_5_solution_CR1126_TS131_5_refined_C1'-gGSP.csv,CR1126_TS131_5_solution.pdb,CR1126_TS131_5_refined.pdb,refined_pair,CR1126
CR1126,ts147,1,23.282,0.538,CR1126_TS147_1_solution_CR1126_TS147_1_refined_C1'-gGSP.csv,CR1126_TS147_1_solution.pdb,CR1126_TS147_1_refined.pdb,refined_pair,CR1126
CR1126,ts147,2,20.655,0.541,CR1126_TS147_2_solution_CR1126_TS147_2_refined_C1'-gGSP.csv,CR1126_TS147_2_solution.pdb,CR1126_TS147_2_refined.pdb,refined_pair,CR1126
CR1126,ts147,3,20.385,0.529,CR1126_TS147_3_solution_CR1126_TS147_3_refined_C1'-gGSP.csv,CR1126_TS147_3_solution.pdb,CR1126_TS147_3_refined.pdb,refined_pair,CR1126
CR1126,ts147,4,22.329,0.532,CR1126_TS147_4_solution_CR1126_TS147_4_refined_C1'-gGSP.csv,CR1126_TS147_4_solution.pdb,CR1126_TS147_4_refined.pdb,refined_pair,CR1126
CR1126,ts147,5,19.708,0.527,CR1126_TS147_5_solution_CR1126_TS147_5_refined_C1'-gGSP.csv,CR1126_TS147_5_solution.pdb,CR1126_TS147_5_refined.pdb,refined_pair,CR1126
CR1126,ts177,1,3.097,0.009,CR1126_TS177_1_solution_CR1126_TS177_1_refined_C1'-gGSP.csv,CR1126_TS177_1_solution.pdb,CR1126_TS177_1_refined.pdb,refined_pair,CR1126
CR1126,ts185,1,14.081,0.407,CR1126_TS185_1_solution_CR1126_TS185_1_refined_C1'-gGSP.csv,CR1126_TS185_1_solution.pdb,CR1126_TS185_1_refined.pdb,refined_pair,CR1126
CR1126,ts185,2,14.337,0.415,CR1126_TS185_2_solution_CR1126_TS185_2_refined_C1'-gGSP.csv,CR1126_TS185_2_solution.pdb,CR1126_TS185_2_refined.pdb,refined_pair,CR1126
CR1126,ts185,3,15.342,0.447,CR1126_TS185_3_solution_CR1126_TS185_3_refined_C1'-gGSP.csv,CR1126_TS185_3_solution.pdb,CR1126_TS185_3_refined.pdb,refined_pair,CR1126
CR1126,ts185,4,10.905,0.37,CR1126_TS185_4_solution_CR1126_TS185_4_refined_C1'-gGSP.csv,CR1126_TS185_4_solution.pdb,CR1126_TS185_4_refined.pdb,refined_pair,CR1126
CR1126,ts185,5,11.279,0.371,CR1126_TS185_5_solution_CR1126_TS185_5_refined_C1'-gGSP.csv,CR1126_TS185_5_solution.pdb,CR1126_TS185_5_refined.pdb,refined_pair,CR1126
CR1126,ts227,1,20.327,0.529,CR1126_TS227_1_solution_CR1126_TS227_1_refined_C1'-gGSP.csv,CR1126_TS227_1_solution.pdb,CR1126_TS227_1_refined.pdb,refined_pair,CR1126
CR1126,ts227,2,20.281,0.532,CR1126_TS227_2_solution_CR1126_TS227_2_refined_C1'-gGSP.csv,CR1126_TS227_2_solution.pdb,CR1126_TS227_2_refined.pdb,refined_pair,CR1126
CR1126,ts227,3,21.187,0.55,CR1126_TS227_3_solution_CR1126_TS227_3_refined_C1'-gGSP.csv,CR1126_TS227_3_solution.pdb,CR1126_TS227_3_refined.pdb,refined_pair,CR1126
CR1126,ts227,4,20.693,0.535,CR1126_TS227_4_solution_CR1126_TS227_4_refined_C1'-gGSP.csv,CR1126_TS227_4_solution.pdb,CR1126_TS227_4_refined.pdb,refined_pair,CR1126
CR1126,ts227,5,23.639,0.544,CR1126_TS227_5_solution_CR1126_TS227_5_refined_C1'-gGSP.csv,CR1126_TS227_5_solution.pdb,CR1126_TS227_5_refined.pdb,refined_pair,CR1126
CR1126,ts229,1,14.704,0.373,CR1126_TS229_1_solution_CR1126_TS229_1_refined_C1'-gGSP.csv,CR1126_TS229_1_solution.pdb,CR1126_TS229_1_refined.pdb,refined_pair,CR1126
CR1126,ts229,2,14.502,0.395,CR1126_TS229_2_solution_CR1126_TS229_2_refined_C1'-gGSP.csv,CR1126_TS229_2_solution.pdb,CR1126_TS229_2_refined.pdb,refined_pair,CR1126
CR1126,ts229,3,16.597,0.425,CR1126_TS229_3_solution_CR1126_TS229_3_refined_C1'-gGSP.csv,CR1126_TS229_3_solution.pdb,CR1126_TS229_3_refined.pdb,refined_pair,CR1126
CR1126,ts229,4,16.831,0.417,CR1126_TS229_4_solution_CR1126_TS229_4_refined_C1'-gGSP.csv,CR1126_TS229_4_solution.pdb,CR1126_TS229_4_refined.pdb,refined_pair,CR1126
CR1126,ts229,5,15.007,0.122,CR1126_TS229_5_solution_CR1126_TS229_5_refined_C1'-gGSP.csv,CR1126_TS229_5_solution.pdb,CR1126_TS229_5_refined.pdb,refined_pair,CR1126
CR1126,ts232,1,70.594,0.678,CR1126_TS232_1_solution_CR1126_TS232_1_refined_C1'-gGSP.csv,CR1126_TS232_1_solution.pdb,CR1126_TS232_1_refined.pdb,refined_pair,CR1126
CR1126,ts232,2,75.446,0.675,CR1126_TS232_2_solution_CR1126_TS232_2_refined_C1'-gGSP.csv,CR1126_TS232_2_solution.pdb,CR1126_TS232_2_refined.pdb,refined_pair,CR1126
CR1126,ts232,3,74.112,0.663,CR1126_TS232_3_solution_CR1126_TS232_3_refined_C1'-gGSP.csv,CR1126_TS232_3_solution.pdb,CR1126_TS232_3_refined.pdb,refined_pair,CR1126
CR1126,ts232,4,73.523,0.671,CR1126_TS232_4_solution_CR1126_TS232_4_refined_C1'-gGSP.csv,CR1126_TS232_4_solution.pdb,CR1126_TS232_4_refined.pdb,refined_pair,CR1126
CR1126,ts232,5,71.526,0.679,CR1126_TS232_5_solution_CR1126_TS232_5_refined_C1'-gGSP.csv,CR1126_TS232_5_solution.pdb,CR1126_TS232_5_refined.pdb,refined_pair,CR1126
CR1126,ts235,1,19.364,0.0,CR1126_TS235_1_solution_CR1126_TS235_1_refined_C1'-gGSP.csv,CR1126_TS235_1_solution.pdb,CR1126_TS235_1_refined.pdb,refined_pair,CR1126
CR1126,ts235,2,15.812,0.0,CR1126_TS235_2_solution_CR1126_TS235_2_refined_C1'-gGSP.csv,CR1126_TS235_2_solution.pdb,CR1126_TS235_2_refined.pdb,refined_pair,CR1126
CR1126,ts235,3,19.55,0.0,CR1126_TS235_3_solution_CR1126_TS235_3_refined_C1'-gGSP.csv,CR1126_TS235_3_solution.pdb,CR1126_TS235_3_refined.pdb,refined_pair,CR1126
CR1126,ts235,4,17.499,0.499,CR1126_TS235_4_solution_CR1126_TS235_4_refined_C1'-gGSP.csv,CR1126_TS235_4_solution.pdb,CR1126_TS235_4_refined.pdb,refined_pair,CR1126
CR1126,ts235,5,15.247,0.043,CR1126_TS235_5_solution_CR1126_TS235_5_refined_C1'-gGSP.csv,CR1126_TS235_5_solution.pdb,CR1126_TS235_5_refined.pdb,refined_pair,CR1126
CR1126,ts238,1,13.863,0.0,CR1126_TS238_1_solution_CR1126_TS238_1_refined_C1'-gGSP.csv,CR1126_TS238_1_solution.pdb,CR1126_TS238_1_refined.pdb,refined_pair,CR1126
CR1126,ts238,2,9.527,0.082,CR1126_TS238_2_solution_CR1126_TS238_2_refined_C1'-gGSP.csv,CR1126_TS238_2_solution.pdb,CR1126_TS238_2_refined.pdb,refined_pair,CR1126
CR1126,ts238,3,14.26,0.0,CR1126_TS238_3_solution_CR1126_TS238_3_refined_C1'-gGSP.csv,CR1126_TS238_3_solution.pdb,CR1126_TS238_3_refined.pdb,refined_pair,CR1126
CR1126,ts239,1,17.054,0.44,CR1126_TS239_1_solution_CR1126_TS239_1_refined_C1'-gGSP.csv,CR1126_TS239_1_solution.pdb,CR1126_TS239_1_refined.pdb,refined_pair,CR1126
CR1126,ts239,2,15.398,0.41,CR1126_TS239_2_solution_CR1126_TS239_2_refined_C1'-gGSP.csv,CR1126_TS239_2_solution.pdb,CR1126_TS239_2_refined.pdb,refined_pair,CR1126
CR1126,ts239,3,14.502,0.395,CR1126_TS239_3_solution_CR1126_TS239_3_refined_C1'-gGSP.csv,CR1126_TS239_3_solution.pdb,CR1126_TS239_3_refined.pdb,refined_pair,CR1126
CR1126,ts239,4,14.704,0.373,CR1126_TS239_4_solution_CR1126_TS239_4_refined_C1'-gGSP.csv,CR1126_TS239_4_solution.pdb,CR1126_TS239_4_refined.pdb,refined_pair,CR1126
CR1126,ts239,5,16.259,0.083,CR1126_TS239_5_solution_CR1126_TS239_5_refined_C1'-gGSP.csv,CR1126_TS239_5_solution.pdb,CR1126_TS239_5_refined.pdb,refined_pair,CR1126
CR1126,ts245,1,5.636,0.303,CR1126_TS245_1_solution_CR1126_TS245_1_refined_C1'-gGSP.csv,CR1126_TS245_1_solution.pdb,CR1126_TS245_1_refined.pdb,refined_pair,CR1126
CR1126,ts245,2,6.624,0.31,CR1126_TS245_2_solution_CR1126_TS245_2_refined_C1'-gGSP.csv,CR1126_TS245_2_solution.pdb,CR1126_TS245_2_refined.pdb,refined_pair,CR1126
CR1126,ts245,3,7.118,0.324,CR1126_TS245_3_solution_CR1126_TS245_3_refined_C1'-gGSP.csv,CR1126_TS245_3_solution.pdb,CR1126_TS245_3_refined.pdb,refined_pair,CR1126
CR1126,ts245,4,6.57,0.319,CR1126_TS245_4_solution_CR1126_TS245_4_refined_C1'-gGSP.csv,CR1126_TS245_4_solution.pdb,CR1126_TS245_4_refined.pdb,refined_pair,CR1126
CR1126,ts245,5,7.485,0.348,CR1126_TS245_5_solution_CR1126_TS245_5_refined_C1'-gGSP.csv,CR1126_TS245_5_solution.pdb,CR1126_TS245_5_refined.pdb,refined_pair,CR1126
CR1126,ts248,1,4.912,0.249,CR1126_TS248_1_solution_CR1126_TS248_1_refined_C1'-gGSP.csv,CR1126_TS248_1_solution.pdb,CR1126_TS248_1_refined.pdb,refined_pair,CR1126
CR1126,ts248,2,4.662,0.256,CR1126_TS248_2_solution_CR1126_TS248_2_refined_C1'-gGSP.csv,CR1126_TS248_2_solution.pdb,CR1126_TS248_2_refined.pdb,refined_pair,CR1126
CR1126,ts248,3,3.277,0.245,CR1126_TS248_3_solution_CR1126_TS248_3_refined_C1'-gGSP.csv,CR1126_TS248_3_solution.pdb,CR1126_TS248_3_refined.pdb,refined_pair,CR1126
CR1126,ts248,4,4.582,0.263,CR1126_TS248_4_solution_CR1126_TS248_4_refined_C1'-gGSP.csv,CR1126_TS248_4_solution.pdb,CR1126_TS248_4_refined.pdb,refined_pair,CR1126
CR1126,ts248,5,4.677,0.242,CR1126_TS248_5_solution_CR1126_TS248_5_refined_C1'-gGSP.csv,CR1126_TS248_5_solution.pdb,CR1126_TS248_5_refined.pdb,refined_pair,CR1126
CR1126,ts287,1,27.626,0.518,CR1126_TS287_1_solution_CR1126_TS287_1_refined_C1'-gGSP.csv,CR1126_TS287_1_solution.pdb,CR1126_TS287_1_refined.pdb,refined_pair,CR1126
CR1126,ts287,2,48.4,0.608,CR1126_TS287_2_solution_CR1126_TS287_2_refined_C1'-gGSP.csv,CR1126_TS287_2_solution.pdb,CR1126_TS287_2_refined.pdb,refined_pair,CR1126
CR1126,ts287,3,23.376,0.507,CR1126_TS287_3_solution_CR1126_TS287_3_refined_C1'-gGSP.csv,CR1126_TS287_3_solution.pdb,CR1126_TS287_3_refined.pdb,refined_pair,CR1126
CR1126,ts287,4,28.027,0.512,CR1126_TS287_4_solution_CR1126_TS287_4_refined_C1'-gGSP.csv,CR1126_TS287_4_solution.pdb,CR1126_TS287_4_refined.pdb,refined_pair,CR1126
CR1126,ts287,5,31.954,0.538,CR1126_TS287_5_solution_CR1126_TS287_5_refined_C1'-gGSP.csv,CR1126_TS287_5_solution.pdb,CR1126_TS287_5_refined.pdb,refined_pair,CR1126
CR1126,ts385,1,5.636,0.303,CR1126_TS385_1_solution_CR1126_TS385_1_refined_C1'-gGSP.csv,CR1126_TS385_1_solution.pdb,CR1126_TS385_1_refined.pdb,refined_pair,CR1126
CR1126,ts392,1,16.528,0.152,CR1126_TS392_1_solution_CR1126_TS392_1_refined_C1'-gGSP.csv,CR1126_TS392_1_solution.pdb,CR1126_TS392_1_refined.pdb,refined_pair,CR1126
CR1126,ts392,2,15.624,0.106,CR1126_TS392_2_solution_CR1126_TS392_2_refined_C1'-gGSP.csv,CR1126_TS392_2_solution.pdb,CR1126_TS392_2_refined.pdb,refined_pair,CR1126
CR1126,ts392,3,20.057,0.127,CR1126_TS392_3_solution_CR1126_TS392_3_refined_C1'-gGSP.csv,CR1126_TS392_3_solution.pdb,CR1126_TS392_3_refined.pdb,refined_pair,CR1126
CR1126,ts416,1,18.325,0.471,CR1126_TS416_1_solution_CR1126_TS416_1_refined_C1'-gGSP.csv,CR1126_TS416_1_solution.pdb,CR1126_TS416_1_refined.pdb,refined_pair,CR1126
CR1126,ts416,2,17.123,0.446,CR1126_TS416_2_solution_CR1126_TS416_2_refined_C1'-gGSP.csv,CR1126_TS416_2_solution.pdb,CR1126_TS416_2_refined.pdb,refined_pair,CR1126
CR1126,ts416,3,13.367,0.433,CR1126_TS416_3_solution_CR1126_TS416_3_refined_C1'-gGSP.csv,CR1126_TS416_3_solution.pdb,CR1126_TS416_3_refined.pdb,refined_pair,CR1126
CR1126,ts416,4,13.278,0.38,CR1126_TS416_4_solution_CR1126_TS416_4_refined_C1'-gGSP.csv,CR1126_TS416_4_solution.pdb,CR1126_TS416_4_refined.pdb,refined_pair,CR1126
CR1126,ts416,5,16.472,0.409,CR1126_TS416_5_solution_CR1126_TS416_5_refined_C1'-gGSP.csv,CR1126_TS416_5_solution.pdb,CR1126_TS416_5_refined.pdb,refined_pair,CR1126
CR1126,ts434,1,21.198,0.544,CR1126_TS434_1_solution_CR1126_TS434_1_refined_C1'-gGSP.csv,CR1126_TS434_1_solution.pdb,CR1126_TS434_1_refined.pdb,refined_pair,CR1126
CR1126,ts434,2,20.544,0.539,CR1126_TS434_2_solution_CR1126_TS434_2_refined_C1'-gGSP.csv,CR1126_TS434_2_solution.pdb,CR1126_TS434_2_refined.pdb,refined_pair,CR1126
CR1126,ts434,3,23.747,0.543,CR1126_TS434_3_solution_CR1126_TS434_3_refined_C1'-gGSP.csv,CR1126_TS434_3_solution.pdb,CR1126_TS434_3_refined.pdb,refined_pair,CR1126
CR1126,ts434,4,20.738,0.536,CR1126_TS434_4_solution_CR1126_TS434_4_refined_C1'-gGSP.csv,CR1126_TS434_4_solution.pdb,CR1126_TS434_4_refined.pdb,refined_pair,CR1126
CR1126,ts434,5,20.341,0.528,CR1126_TS434_5_solution_CR1126_TS434_5_refined_C1'-gGSP.csv,CR1126_TS434_5_solution.pdb,CR1126_TS434_5_refined.pdb,refined_pair,CR1126
CR1126,ts439,1,14.704,0.373,CR1126_TS439_1_solution_CR1126_TS439_1_refined_C1'-gGSP.csv,CR1126_TS439_1_solution.pdb,CR1126_TS439_1_refined.pdb,refined_pair,CR1126
CR1126,ts439,2,14.502,0.395,CR1126_TS439_2_solution_CR1126_TS439_2_refined_C1'-gGSP.csv,CR1126_TS439_2_solution.pdb,CR1126_TS439_2_refined.pdb,refined_pair,CR1126
CR1126,ts439,3,16.597,0.425,CR1126_TS439_3_solution_CR1126_TS439_3_refined_C1'-gGSP.csv,CR1126_TS439_3_solution.pdb,CR1126_TS439_3_refined.pdb,refined_pair,CR1126
CR1126,ts439,4,16.831,0.417,CR1126_TS439_4_solution_CR1126_TS439_4_refined_C1'-gGSP.csv,CR1126_TS439_4_solution.pdb,CR1126_TS439_4_refined.pdb,refined_pair,CR1126
CR1126,ts439,5,15.007,0.122,CR1126_TS439_5_solution_CR1126_TS439_5_refined_C1'-gGSP.csv,CR1126_TS439_5_solution.pdb,CR1126_TS439_5_refined.pdb,refined_pair,CR1126
CR1126,ts444,1,8.926,0.004,CR1126_TS444_1_solution_CR1126_TS444_1_refined_C1'-gGSP.csv,CR1126_TS444_1_solution.pdb,CR1126_TS444_1_refined.pdb,refined_pair,CR1126
CR1126,ts444,2,14.502,0.395,CR1126_TS444_2_solution_CR1126_TS444_2_refined_C1'-gGSP.csv,CR1126_TS444_2_solution.pdb,CR1126_TS444_2_refined.pdb,refined_pair,CR1126
CR1126,ts444,3,5.636,0.303,CR1126_TS444_3_solution_CR1126_TS444_3_refined_C1'-gGSP.csv,CR1126_TS444_3_solution.pdb,CR1126_TS444_3_refined.pdb,refined_pair,CR1126
CR1126,ts444,4,17.054,0.44,CR1126_TS444_4_solution_CR1126_TS444_4_refined_C1'-gGSP.csv,CR1126_TS444_4_solution.pdb,CR1126_TS444_4_refined.pdb,refined_pair,CR1126
CR1126,ts444,5,6.624,0.31,CR1126_TS444_5_solution_CR1126_TS444_5_refined_C1'-gGSP.csv,CR1126_TS444_5_solution.pdb,CR1126_TS444_5_refined.pdb,refined_pair,CR1126
CR1126,ts470,1,10.596,0.005,CR1126_TS470_1_solution_CR1126_TS470_1_refined_C1'-gGSP.csv,CR1126_TS470_1_solution.pdb,CR1126_TS470_1_refined.pdb,refined_pair,CR1126
CR1126,ts470,2,9.23,0.0,CR1126_TS470_2_solution_CR1126_TS470_2_refined_C1'-gGSP.csv,CR1126_TS470_2_solution.pdb,CR1126_TS470_2_refined.pdb,refined_pair,CR1126
CR1126,ts470,3,10.844,0.002,CR1126_TS470_3_solution_CR1126_TS470_3_refined_C1'-gGSP.csv,CR1126_TS470_3_solution.pdb,CR1126_TS470_3_refined.pdb,refined_pair,CR1126
CR1126,ts470,4,10.726,0.001,CR1126_TS470_4_solution_CR1126_TS470_4_refined_C1'-gGSP.csv,CR1126_TS470_4_solution.pdb,CR1126_TS470_4_refined.pdb,refined_pair,CR1126
CR1126,ts470,5,7.655,0.001,CR1126_TS470_5_solution_CR1126_TS470_5_refined_C1'-gGSP.csv,CR1126_TS470_5_solution.pdb,CR1126_TS470_5_refined.pdb,refined_pair,CR1126
CR1126,ts489,1,8.926,0.004,CR1126_TS489_1_solution_CR1126_TS489_1_refined_C1'-gGSP.csv,CR1126_TS489_1_solution.pdb,CR1126_TS489_1_refined.pdb,refined_pair,CR1126
CR1126,ts489,2,9.23,0.0,CR1126_TS489_2_solution_CR1126_TS489_2_refined_C1'-gGSP.csv,CR1126_TS489_2_solution.pdb,CR1126_TS489_2_refined.pdb,refined_pair,CR1126
CR1126,ts489,3,10.844,0.002,CR1126_TS489_3_solution_CR1126_TS489_3_refined_C1'-gGSP.csv,CR1126_TS489_3_solution.pdb,CR1126_TS489_3_refined.pdb,refined_pair,CR1126
CR1126,ts489,4,10.726,0.001,CR1126_TS489_4_solution_CR1126_TS489_4_refined_C1'-gGSP.csv,CR1126_TS489_4_solution.pdb,CR1126_TS489_4_refined.pdb,refined_pair,CR1126
CR1126,ts489,5,7.655,0.001,CR1126_TS489_5_solution_CR1126_TS489_5_refined_C1'-gGSP.csv,CR1126_TS489_5_solution.pdb,CR1126_TS489_5_refined.pdb,refined_pair,CR1126
CR1126,ts490,1,4.912,0.249,CR1126_TS490_1_solution_CR1126_TS490_1_refined_C1'-gGSP.csv,CR1126_TS490_1_solution.pdb,CR1126_TS490_1_refined.pdb,refined_pair,CR1126
CR1126,ts490,2,4.662,0.256,CR1126_TS490_2_solution_CR1126_TS490_2_refined_C1'-gGSP.csv,CR1126_TS490_2_solution.pdb,CR1126_TS490_2_refined.pdb,refined_pair,CR1126
CR1126,ts490,3,3.277,0.245,CR1126_TS490_3_solution_CR1126_TS490_3_refined_C1'-gGSP.csv,CR1126_TS490_3_solution.pdb,CR1126_TS490_3_refined.pdb,refined_pair,CR1126
CR1126,ts490,4,4.582,0.263,CR1126_TS490_4_solution_CR1126_TS490_4_refined_C1'-gGSP.csv,CR1126_TS490_4_solution.pdb,CR1126_TS490_4_refined.pdb,refined_pair,CR1126
CR1126,ts490,5,4.677,0.242,CR1126_TS490_5_solution_CR1126_TS490_5_refined_C1'-gGSP.csv,CR1126_TS490_5_solution.pdb,CR1126_TS490_5_refined.pdb,refined_pair,CR1126
CR1128,ts029,1,7.826,0.284,CR1128_TS029_1_solution_CR1128_TS029_1_refined_C1'-gGSP.csv,CR1128_TS029_1_solution.pdb,CR1128_TS029_1_refined.pdb,refined_pair,CR1128
CR1128,ts029,2,7.446,0.282,CR1128_TS029_2_solution_CR1128_TS029_2_refined_C1'-gGSP.csv,CR1128_TS029_2_solution.pdb,CR1128_TS029_2_refined.pdb,refined_pair,CR1128
CR1128,ts029,3,9.075,0.317,CR1128_TS029_3_solution_CR1128_TS029_3_refined_C1'-gGSP.csv,CR1128_TS029_3_solution.pdb,CR1128_TS029_3_refined.pdb,refined_pair,CR1128
CR1128,ts029,4,11.546,0.328,CR1128_TS029_4_solution_CR1128_TS029_4_refined_C1'-gGSP.csv,CR1128_TS029_4_solution.pdb,CR1128_TS029_4_refined.pdb,refined_pair,CR1128
CR1128,ts035,1,20.203,0.477,CR1128_TS035_1_solution_CR1128_TS035_1_refined_C1'-gGSP.csv,CR1128_TS035_1_solution.pdb,CR1128_TS035_1_refined.pdb,refined_pair,CR1128
CR1128,ts035,2,20.285,0.473,CR1128_TS035_2_solution_CR1128_TS035_2_refined_C1'-gGSP.csv,CR1128_TS035_2_solution.pdb,CR1128_TS035_2_refined.pdb,refined_pair,CR1128
CR1128,ts035,3,20.328,0.46,CR1128_TS035_3_solution_CR1128_TS035_3_refined_C1'-gGSP.csv,CR1128_TS035_3_solution.pdb,CR1128_TS035_3_refined.pdb,refined_pair,CR1128
CR1128,ts035,4,19.001,0.472,CR1128_TS035_4_solution_CR1128_TS035_4_refined_C1'-gGSP.csv,CR1128_TS035_4_solution.pdb,CR1128_TS035_4_refined.pdb,refined_pair,CR1128
CR1128,ts035,5,13.341,0.401,CR1128_TS035_5_solution_CR1128_TS035_5_refined_C1'-gGSP.csv,CR1128_TS035_5_solution.pdb,CR1128_TS035_5_refined.pdb,refined_pair,CR1128
CR1128,ts054,1,41.384,0.742,CR1128_TS054_1_solution_CR1128_TS054_1_refined_C1'-gGSP.csv,CR1128_TS054_1_solution.pdb,CR1128_TS054_1_refined.pdb,refined_pair,CR1128
CR1128,ts054,2,32.58,0.704,CR1128_TS054_2_solution_CR1128_TS054_2_refined_C1'-gGSP.csv,CR1128_TS054_2_solution.pdb,CR1128_TS054_2_refined.pdb,refined_pair,CR1128
CR1128,ts054,3,32.377,0.053,CR1128_TS054_3_solution_CR1128_TS054_3_refined_C1'-gGSP.csv,CR1128_TS054_3_solution.pdb,CR1128_TS054_3_refined.pdb,refined_pair,CR1128
CR1128,ts054,4,39.354,0.71,CR1128_TS054_4_solution_CR1128_TS054_4_refined_C1'-gGSP.csv,CR1128_TS054_4_solution.pdb,CR1128_TS054_4_refined.pdb,refined_pair,CR1128
CR1128,ts054,5,34.748,0.685,CR1128_TS054_5_solution_CR1128_TS054_5_refined_C1'-gGSP.csv,CR1128_TS054_5_solution.pdb,CR1128_TS054_5_refined.pdb,refined_pair,CR1128
CR1128,ts076,1,32.763,0.714,CR1128_TS076_1_solution_CR1128_TS076_1_refined_C1'-gGSP.csv,CR1128_TS076_1_solution.pdb,CR1128_TS076_1_refined.pdb,refined_pair,CR1128
CR1128,ts076,2,35.212,0.699,CR1128_TS076_2_solution_CR1128_TS076_2_refined_C1'-gGSP.csv,CR1128_TS076_2_solution.pdb,CR1128_TS076_2_refined.pdb,refined_pair,CR1128
