Target,Type,Source,ModelGroup,gGSP
CR1138,Synthetic construct,CASP RNA,TS470_1,17.459
CR1138,Synthetic construct,CASP RNA,TS470_2,16.607
CR1138,Synthetic construct,CASP RNA,TS470_3,15.687
CR1138,Synthetic construct,CASP RNA,TS470_4,16.514
CR1138,Synthetic construct,CASP RNA,TS470_5,17.337
CR1138,Synthetic construct,CASP RNA,TS489_1,16.064
CR1138,Synthetic construct,CASP RNA,TS489_2,15.239
CR1138,Synthetic construct,CASP RNA,TS489_3,15.462
CR1138,Synthetic construct,CASP RNA,TS489_4,14.872
CR1138,Synthetic construct,CASP RNA,TS489_5,15.853
CR1149,Viral element,CASP RNA,TS029_1,7.007
CR1149,Viral element,CASP RNA,TS029_2,28.616
CR1149,Viral element,CASP RNA,TS029_3,31.219
CR1149,Viral element,CASP RNA,TS029_4,36.965
CR1149,Viral element,CASP RNA,TS035_1,59.521
CR1149,Viral element,CASP RNA,TS035_2,78.275
CR1149,Viral element,CASP RNA,TS035_3,100.0
CR1149,Viral element,CASP RNA,TS035_4,73.798
CR1149,Viral element,CASP RNA,TS035_5,75.456
CR1149,Viral element,CASP RNA,TS054_1,100.0
CR1149,Viral element,CASP RNA,TS054_2,74.411
CR1149,Viral element,CASP RNA,TS054_3,74.653
CR1149,Viral element,CASP RNA,TS054_4,79.467
CR1149,Viral element,CASP RNA,TS054_5,59.336
CR1149,Viral element,CASP RNA,TS076_1,78.938
CR1149,Viral element,CASP RNA,TS076_2,79.925
CR1149,Viral element,CASP RNA,TS076_3,64.59
CR1149,Viral element,CASP RNA,TS076_4,63.725
CR1149,Viral element,CASP RNA,TS076_5,91.255
CR1149,Viral element,CASP RNA,TS081_1,64.656
CR1149,Viral element,CASP RNA,TS081_2,62.553
CR1149,Viral element,CASP RNA,TS081_3,65.282
CR1149,Viral element,CASP RNA,TS081_4,86.312
CR1149,Viral element,CASP RNA,TS081_5,68.968
CR1149,Viral element,CASP RNA,TS091_1,6.3
CR1149,Viral element,CASP RNA,TS091_2,6.522
CR1149,Viral element,CASP RNA,TS091_3,6.541
CR1149,Viral element,CASP RNA,TS091_4,6.45
CR1149,Viral element,CASP RNA,TS091_5,6.277
CR1149,Viral element,CASP RNA,TS097_1,7.647
CR1149,Viral element,CASP RNA,TS097_2,6.967
CR1149,Viral element,CASP RNA,TS110_1,64.144
CR1149,Viral element,CASP RNA,TS110_2,100.0
CR1149,Viral element,CASP RNA,TS110_3,65.604
CR1149,Viral element,CASP RNA,TS110_4,69.405
CR1149,Viral element,CASP RNA,TS119_1,95.951
CR1149,Viral element,CASP RNA,TS119_2,72.742
CR1149,Viral element,CASP RNA,TS119_3,80.105
CR1149,Viral element,CASP RNA,TS119_4,64.264
CR1149,Viral element,CASP RNA,TS119_5,91.178
CR1149,Viral element,CASP RNA,TS125_1,64.484
CR1149,Viral element,CASP RNA,TS125_2,83.948
CR1149,Viral element,CASP RNA,TS125_3,100.0
CR1149,Viral element,CASP RNA,TS125_4,71.897
CR1149,Viral element,CASP RNA,TS125_5,67.09
CR1149,Viral element,CASP RNA,TS128_1,100.0
CR1149,Viral element,CASP RNA,TS128_2,76.919
CR1149,Viral element,CASP RNA,TS128_3,81.953
CR1149,Viral element,CASP RNA,TS128_4,100.0
CR1149,Viral element,CASP RNA,TS128_5,76.325
CR1149,Viral element,CASP RNA,TS131_1,5.852
CR1149,Viral element,CASP RNA,TS131_2,6.255
CR1149,Viral element,CASP RNA,TS131_3,7.718
CR1149,Viral element,CASP RNA,TS131_4,18.168
CR1149,Viral element,CASP RNA,TS131_5,6.612
CR1149,Viral element,CASP RNA,TS147_1,76.234
CR1149,Viral element,CASP RNA,TS147_2,76.101
CR1149,Viral element,CASP RNA,TS147_3,73.726
CR1149,Viral element,CASP RNA,TS147_4,68.382
CR1149,Viral element,CASP RNA,TS147_5,81.704
CR1149,Viral element,CASP RNA,TS177_1,18.235
CR1149,Viral element,CASP RNA,TS185_1,64.477
CR1149,Viral element,CASP RNA,TS185_2,64.974
CR1149,Viral element,CASP RNA,TS185_3,64.122
CR1149,Viral element,CASP RNA,TS185_4,64.304
CR1149,Viral element,CASP RNA,TS185_5,66.545
CR1149,Viral element,CASP RNA,TS227_1,78.199
CR1149,Viral element,CASP RNA,TS227_2,76.668
CR1149,Viral element,CASP RNA,TS227_3,75.126
CR1149,Viral element,CASP RNA,TS227_4,72.805
CR1149,Viral element,CASP RNA,TS227_5,74.101
CR1149,Viral element,CASP RNA,TS229_1,61.792
CR1149,Viral element,CASP RNA,TS229_2,62.999
CR1149,Viral element,CASP RNA,TS229_3,64.142
CR1149,Viral element,CASP RNA,TS229_4,56.298
CR1149,Viral element,CASP RNA,TS229_5,60.22
CR1149,Viral element,CASP RNA,TS232_1,65.092
CR1149,Viral element,CASP RNA,TS232_2,64.772
CR1149,Viral element,CASP RNA,TS232_3,64.659
CR1149,Viral element,CASP RNA,TS232_4,81.214
CR1149,Viral element,CASP RNA,TS232_5,100.0
CR1149,Viral element,CASP RNA,TS235_1,72.577
CR1149,Viral element,CASP RNA,TS235_2,76.852
CR1149,Viral element,CASP RNA,TS235_3,68.715
CR1149,Viral element,CASP RNA,TS235_4,79.069
CR1149,Viral element,CASP RNA,TS235_5,65.456
CR1149,Viral element,CASP RNA,TS238_1,65.784
CR1149,Viral element,CASP RNA,TS238_2,64.602
CR1149,Viral element,CASP RNA,TS239_1,60.888
CR1149,Viral element,CASP RNA,TS239_2,61.385
CR1149,Viral element,CASP RNA,TS239_3,61.895
CR1149,Viral element,CASP RNA,TS239_4,57.861
CR1149,Viral element,CASP RNA,TS239_5,61.89
CR1149,Viral element,CASP RNA,TS245_1,22.663
CR1149,Viral element,CASP RNA,TS245_2,32.351
CR1149,Viral element,CASP RNA,TS245_3,31.194
CR1149,Viral element,CASP RNA,TS245_4,32.174
CR1149,Viral element,CASP RNA,TS245_5,20.934
CR1149,Viral element,CASP RNA,TS248_1,95.266
CR1149,Viral element,CASP RNA,TS248_2,71.059
CR1149,Viral element,CASP RNA,TS248_3,89.285
CR1149,Viral element,CASP RNA,TS248_4,76.332
CR1149,Viral element,CASP RNA,TS248_5,64.08
CR1149,Viral element,CASP RNA,TS287_1,84.021
CR1149,Viral element,CASP RNA,TS287_2,73.008
CR1149,Viral element,CASP RNA,TS287_3,72.842
CR1149,Viral element,CASP RNA,TS287_4,72.055
CR1149,Viral element,CASP RNA,TS287_5,62.666
CR1149,Viral element,CASP RNA,TS385_1,23.335
CR1149,Viral element,CASP RNA,TS385_2,32.477
CR1149,Viral element,CASP RNA,TS385_3,31.95
CR1149,Viral element,CASP RNA,TS385_4,32.618
CR1149,Viral element,CASP RNA,TS385_5,21.389
CR1149,Viral element,CASP RNA,TS392_1,82.957
CR1149,Viral element,CASP RNA,TS392_2,62.694
CR1149,Viral element,CASP RNA,TS392_3,8.854
CR1149,Viral element,CASP RNA,TS392_4,69.168
CR1149,Viral element,CASP RNA,TS392_5,62.915
CR1149,Viral element,CASP RNA,TS416_1,72.591
CR1149,Viral element,CASP RNA,TS416_2,78.414
CR1149,Viral element,CASP RNA,TS416_3,100.0
CR1149,Viral element,CASP RNA,TS416_4,71.897
CR1149,Viral element,CASP RNA,TS416_5,67.09
CR1149,Viral element,CASP RNA,TS434_1,71.579
CR1149,Viral element,CASP RNA,TS434_2,77.286
CR1149,Viral element,CASP RNA,TS434_3,71.437
CR1149,Viral element,CASP RNA,TS434_4,76.796
CR1149,Viral element,CASP RNA,TS434_5,75.389
CR1149,Viral element,CASP RNA,TS470_1,62.361
CR1149,Viral element,CASP RNA,TS470_2,63.033
CR1149,Viral element,CASP RNA,TS470_3,62.447
CR1149,Viral element,CASP RNA,TS470_4,63.556
CR1149,Viral element,CASP RNA,TS470_5,62.977
CR1149,Viral element,CASP RNA,TS489_1,62.361
CR1149,Viral element,CASP RNA,TS489_2,63.033
CR1149,Viral element,CASP RNA,TS489_3,62.447
CR1149,Viral element,CASP RNA,TS489_4,63.556
CR1149,Viral element,CASP RNA,TS489_5,62.977
CR1156,Viral element,CASP RNA,TS029_1,16.381
CR1156,Viral element,CASP RNA,TS029_2,12.511
CR1156,Viral element,CASP RNA,TS029_3,17.066
CR1156,Viral element,CASP RNA,TS029_4,12.992
CR1156,Viral element,CASP RNA,TS029_5,15.815
CR1156,Viral element,CASP RNA,TS035_1,59.414
CR1156,Viral element,CASP RNA,TS035_2,59.929
CR1156,Viral element,CASP RNA,TS035_3,61.233
CR1156,Viral element,CASP RNA,TS035_4,60.657
CR1156,Viral element,CASP RNA,TS035_5,60.223
CR1156,Viral element,CASP RNA,TS054_1,54.207
CR1156,Viral element,CASP RNA,TS054_2,50.134
CR1156,Viral element,CASP RNA,TS054_3,70.882
CR1156,Viral element,CASP RNA,TS054_4,45.153
CR1156,Viral element,CASP RNA,TS054_5,55.339
CR1156,Viral element,CASP RNA,TS076_1,49.93
CR1156,Viral element,CASP RNA,TS076_2,53.166
CR1156,Viral element,CASP RNA,TS076_3,38.039
CR1156,Viral element,CASP RNA,TS076_4,59.213
CR1156,Viral element,CASP RNA,TS076_5,49.859
CR1156,Viral element,CASP RNA,TS081_1,61.284
CR1156,Viral element,CASP RNA,TS081_2,53.541
CR1156,Viral element,CASP RNA,TS081_3,53.05
CR1156,Viral element,CASP RNA,TS081_4,63.306
CR1156,Viral element,CASP RNA,TS081_5,52.238
CR1156,Viral element,CASP RNA,TS091_1,5.542
CR1156,Viral element,CASP RNA,TS091_2,5.409
CR1156,Viral element,CASP RNA,TS091_3,5.726
CR1156,Viral element,CASP RNA,TS091_4,5.392
CR1156,Viral element,CASP RNA,TS091_5,5.603
CR1156,Viral element,CASP RNA,TS097_1,6.085
CR1156,Viral element,CASP RNA,TS097_2,5.989
CR1156,Viral element,CASP RNA,TS097_3,6.119
CR1156,Viral element,CASP RNA,TS110_1,74.866
CR1156,Viral element,CASP RNA,TS110_2,58.467
CR1156,Viral element,CASP RNA,TS110_3,55.673
CR1156,Viral element,CASP RNA,TS110_4,70.488
CR1156,Viral element,CASP RNA,TS110_5,55.902
CR1156,Viral element,CASP RNA,TS119_1,49.667
CR1156,Viral element,CASP RNA,TS119_2,68.923
CR1156,Viral element,CASP RNA,TS119_3,76.89
CR1156,Viral element,CASP RNA,TS119_4,63.145
CR1156,Viral element,CASP RNA,TS119_5,42.983
CR1156,Viral element,CASP RNA,TS125_1,36.567
CR1156,Viral element,CASP RNA,TS125_2,38.635
CR1156,Viral element,CASP RNA,TS125_3,54.615
CR1156,Viral element,CASP RNA,TS125_4,45.153
CR1156,Viral element,CASP RNA,TS125_5,55.124
CR1156,Viral element,CASP RNA,TS128_1,90.377
CR1156,Viral element,CASP RNA,TS128_2,64.599
CR1156,Viral element,CASP RNA,TS128_3,55.837
CR1156,Viral element,CASP RNA,TS128_4,39.402
CR1156,Viral element,CASP RNA,TS128_5,99.528
CR1156,Viral element,CASP RNA,TS131_1,6.974
CR1156,Viral element,CASP RNA,TS131_2,5.55
CR1156,Viral element,CASP RNA,TS131_3,13.49
CR1156,Viral element,CASP RNA,TS131_4,5.742
CR1156,Viral element,CASP RNA,TS131_5,6.78
CR1156,Viral element,CASP RNA,TS147_1,37.405
CR1156,Viral element,CASP RNA,TS147_2,44.466
CR1156,Viral element,CASP RNA,TS147_3,39.746
CR1156,Viral element,CASP RNA,TS147_4,40.442
CR1156,Viral element,CASP RNA,TS147_5,40.54
CR1156,Viral element,CASP RNA,TS177_1,18.741
CR1156,Viral element,CASP RNA,TS185_1,53.773
CR1156,Viral element,CASP RNA,TS185_2,37.558
CR1156,Viral element,CASP RNA,TS185_3,39.185
CR1156,Viral element,CASP RNA,TS185_4,36.768
CR1156,Viral element,CASP RNA,TS185_5,18.829
CR1156,Viral element,CASP RNA,TS227_1,41.87
CR1156,Viral element,CASP RNA,TS227_2,38.075
CR1156,Viral element,CASP RNA,TS227_3,43.438
CR1156,Viral element,CASP RNA,TS227_4,43.405
CR1156,Viral element,CASP RNA,TS227_5,37.444
CR1156,Viral element,CASP RNA,TS229_1,54.23
CR1156,Viral element,CASP RNA,TS229_2,49.645
CR1156,Viral element,CASP RNA,TS229_3,32.815
CR1156,Viral element,CASP RNA,TS229_4,32.925
CR1156,Viral element,CASP RNA,TS229_5,31.994
CR1156,Viral element,CASP RNA,TS232_1,53.793
CR1156,Viral element,CASP RNA,TS232_2,53.262
CR1156,Viral element,CASP RNA,TS232_3,100.0
CR1156,Viral element,CASP RNA,TS232_4,54.131
CR1156,Viral element,CASP RNA,TS232_5,52.625
CR1156,Viral element,CASP RNA,TS235_1,44.358
CR1156,Viral element,CASP RNA,TS235_2,44.287
CR1156,Viral element,CASP RNA,TS235_3,46.385
CR1156,Viral element,CASP RNA,TS235_4,44.146
CR1156,Viral element,CASP RNA,TS235_5,44.797
CR1156,Viral element,CASP RNA,TS238_1,37.574
CR1156,Viral element,CASP RNA,TS238_2,44.995
CR1156,Viral element,CASP RNA,TS238_3,47.163
CR1156,Viral element,CASP RNA,TS238_4,38.005
CR1156,Viral element,CASP RNA,TS238_5,36.637
CR1156,Viral element,CASP RNA,TS239_1,54.23
CR1156,Viral element,CASP RNA,TS239_2,43.895
CR1156,Viral element,CASP RNA,TS239_3,31.994
CR1156,Viral element,CASP RNA,TS239_4,32.435
CR1156,Viral element,CASP RNA,TS239_5,32.815
CR1156,Viral element,CASP RNA,TS245_1,13.593
CR1156,Viral element,CASP RNA,TS245_2,16.923
CR1156,Viral element,CASP RNA,TS245_3,14.699
CR1156,Viral element,CASP RNA,TS245_4,18.017
CR1156,Viral element,CASP RNA,TS245_5,14.64
CR1156,Viral element,CASP RNA,TS248_1,59.414
CR1156,Viral element,CASP RNA,TS248_2,59.929
CR1156,Viral element,CASP RNA,TS248_3,60.622
CR1156,Viral element,CASP RNA,TS248_4,60.223
CR1156,Viral element,CASP RNA,TS248_5,6.008
CR1156,Viral element,CASP RNA,TS287_1,60.011
CR1156,Viral element,CASP RNA,TS287_2,43.812
CR1156,Viral element,CASP RNA,TS287_3,40.444
CR1156,Viral element,CASP RNA,TS287_4,40.73
CR1156,Viral element,CASP RNA,TS287_5,61.361
CR1156,Viral element,CASP RNA,TS385_1,13.593
CR1156,Viral element,CASP RNA,TS392_1,48.017
CR1156,Viral element,CASP RNA,TS392_2,56.544
CR1156,Viral element,CASP RNA,TS392_3,53.333
CR1156,Viral element,CASP RNA,TS392_4,47.403
CR1156,Viral element,CASP RNA,TS392_5,59.482
CR1156,Viral element,CASP RNA,TS416_1,51.096
CR1156,Viral element,CASP RNA,TS416_2,36.567
CR1156,Viral element,CASP RNA,TS416_3,57.424
CR1156,Viral element,CASP RNA,TS416_4,53.123
CR1156,Viral element,CASP RNA,TS416_5,45.153
CR1156,Viral element,CASP RNA,TS434_1,40.861
CR1156,Viral element,CASP RNA,TS434_2,42.957
CR1156,Viral element,CASP RNA,TS434_3,53.177
CR1156,Viral element,CASP RNA,TS434_4,40.207
CR1156,Viral element,CASP RNA,TS434_5,40.138
CR1156,Viral element,CASP RNA,TS439_1,49.645
CR1156,Viral element,CASP RNA,TS439_2,55.358
CR1156,Viral element,CASP RNA,TS439_3,48.951
CR1156,Viral element,CASP RNA,TS439_4,54.23
CR1156,Viral element,CASP RNA,TS439_5,48.392
CR1156,Viral element,CASP RNA,TS470_1,70.816
CR1156,Viral element,CASP RNA,TS470_2,70.813
CR1156,Viral element,CASP RNA,TS470_3,71.416
CR1156,Viral element,CASP RNA,TS470_4,70.887
CR1156,Viral element,CASP RNA,TS470_5,71.27
CR1156,Viral element,CASP RNA,TS489_1,70.816
CR1156,Viral element,CASP RNA,TS489_2,70.813
CR1156,Viral element,CASP RNA,TS489_3,71.416
CR1156,Viral element,CASP RNA,TS489_4,70.887
CR1156,Viral element,CASP RNA,TS489_5,71.27
CR1189,RNA-binding protein,CASP RNA,TS029_1,18.931
CR1189,RNA-binding protein,CASP RNA,TS029_2,13.402
CR1189,RNA-binding protein,CASP RNA,TS029_3,15.872
CR1189,RNA-binding protein,CASP RNA,TS035_1,41.067
CR1189,RNA-binding protein,CASP RNA,TS035_2,41.067
CR1189,RNA-binding protein,CASP RNA,TS035_3,47.247
CR1189,RNA-binding protein,CASP RNA,TS035_4,33.76
CR1189,RNA-binding protein,CASP RNA,TS035_5,33.76
CR1189,RNA-binding protein,CASP RNA,TS054_1,36.175
CR1189,RNA-binding protein,CASP RNA,TS054_2,36.175
CR1189,RNA-binding protein,CASP RNA,TS054_3,36.175
CR1189,RNA-binding protein,CASP RNA,TS054_4,36.175
CR1189,RNA-binding protein,CASP RNA,TS054_5,38.877
CR1189,RNA-binding protein,CASP RNA,TS076_1,32.702
CR1189,RNA-binding protein,CASP RNA,TS076_2,31.374
CR1189,RNA-binding protein,CASP RNA,TS076_3,36.262
CR1189,RNA-binding protein,CASP RNA,TS076_4,31.34
CR1189,RNA-binding protein,CASP RNA,TS076_5,43.882
CR1189,RNA-binding protein,CASP RNA,TS081_1,44.457
CR1189,RNA-binding protein,CASP RNA,TS081_2,47.424
CR1189,RNA-binding protein,CASP RNA,TS081_3,45.158
CR1189,RNA-binding protein,CASP RNA,TS081_4,43.47
CR1189,RNA-binding protein,CASP RNA,TS081_5,47.53
CR1189,RNA-binding protein,CASP RNA,TS097_1,36.641
CR1189,RNA-binding protein,CASP RNA,TS097_2,32.679
CR1189,RNA-binding protein,CASP RNA,TS119_1,44.11
CR1189,RNA-binding protein,CASP RNA,TS119_2,46.171
CR1189,RNA-binding protein,CASP RNA,TS119_3,48.401
CR1189,RNA-binding protein,CASP RNA,TS119_4,44.685
CR1189,RNA-binding protein,CASP RNA,TS119_5,45.828
CR1189,RNA-binding protein,CASP RNA,TS125_1,36.175
CR1189,RNA-binding protein,CASP RNA,TS125_2,36.175
CR1189,RNA-binding protein,CASP RNA,TS125_3,36.175
CR1189,RNA-binding protein,CASP RNA,TS125_4,36.175
CR1189,RNA-binding protein,CASP RNA,TS125_5,36.175
CR1189,RNA-binding protein,CASP RNA,TS131_1,50.136
CR1189,RNA-binding protein,CASP RNA,TS131_2,52.779
CR1189,RNA-binding protein,CASP RNA,TS131_3,55.35
CR1189,RNA-binding protein,CASP RNA,TS131_4,53.726
CR1189,RNA-binding protein,CASP RNA,TS131_5,52.353
CR1189,RNA-binding protein,CASP RNA,TS147_1,31.483
CR1189,RNA-binding protein,CASP RNA,TS147_2,39.04
CR1189,RNA-binding protein,CASP RNA,TS147_3,41.108
CR1189,RNA-binding protein,CASP RNA,TS147_4,37.198
CR1189,RNA-binding protein,CASP RNA,TS147_5,37.851
CR1189,RNA-binding protein,CASP RNA,TS177_1,29.373
CR1189,RNA-binding protein,CASP RNA,TS177_2,29.366
CR1189,RNA-binding protein,CASP RNA,TS177_3,30.181
CR1189,RNA-binding protein,CASP RNA,TS185_1,34.376
CR1189,RNA-binding protein,CASP RNA,TS185_2,28.27
CR1189,RNA-binding protein,CASP RNA,TS185_3,32.187
CR1189,RNA-binding protein,CASP RNA,TS185_4,30.569
CR1189,RNA-binding protein,CASP RNA,TS185_5,34.337
CR1189,RNA-binding protein,CASP RNA,TS227_1,40.022
CR1189,RNA-binding protein,CASP RNA,TS227_2,36.718
CR1189,RNA-binding protein,CASP RNA,TS227_3,35.814
CR1189,RNA-binding protein,CASP RNA,TS227_4,36.11
CR1189,RNA-binding protein,CASP RNA,TS227_5,39.864
CR1189,RNA-binding protein,CASP RNA,TS229_1,38.923
CR1189,RNA-binding protein,CASP RNA,TS229_2,38.1
CR1189,RNA-binding protein,CASP RNA,TS229_3,39.574
CR1189,RNA-binding protein,CASP RNA,TS229_4,47.068
CR1189,RNA-binding protein,CASP RNA,TS229_5,44.038
CR1189,RNA-binding protein,CASP RNA,TS232_1,42.96
CR1189,RNA-binding protein,CASP RNA,TS232_2,43.491
CR1189,RNA-binding protein,CASP RNA,TS232_3,42.882
CR1189,RNA-binding protein,CASP RNA,TS232_4,46.584
CR1189,RNA-binding protein,CASP RNA,TS232_5,43.418
CR1189,RNA-binding protein,CASP RNA,TS235_1,31.819
CR1189,RNA-binding protein,CASP RNA,TS235_2,28.879
CR1189,RNA-binding protein,CASP RNA,TS235_3,42.718
CR1189,RNA-binding protein,CASP RNA,TS235_4,33.369
CR1189,RNA-binding protein,CASP RNA,TS235_5,39.04
CR1189,RNA-binding protein,CASP RNA,TS238_1,39.91
CR1189,RNA-binding protein,CASP RNA,TS238_2,35.137
CR1189,RNA-binding protein,CASP RNA,TS239_1,38.923
CR1189,RNA-binding protein,CASP RNA,TS239_2,38.1
CR1189,RNA-binding protein,CASP RNA,TS239_3,39.574
CR1189,RNA-binding protein,CASP RNA,TS239_4,47.068
CR1189,RNA-binding protein,CASP RNA,TS239_5,44.038
CR1189,RNA-binding protein,CASP RNA,TS245_1,29.714
CR1189,RNA-binding protein,CASP RNA,TS245_2,41.729
CR1189,RNA-binding protein,CASP RNA,TS245_3,29.728
CR1189,RNA-binding protein,CASP RNA,TS245_4,34.565
CR1189,RNA-binding protein,CASP RNA,TS245_5,34.319
CR1189,RNA-binding protein,CASP RNA,TS248_1,22.735
CR1189,RNA-binding protein,CASP RNA,TS248_2,22.643
CR1189,RNA-binding protein,CASP RNA,TS248_3,22.667
CR1189,RNA-binding protein,CASP RNA,TS248_4,22.735
CR1189,RNA-binding protein,CASP RNA,TS248_5,22.745
CR1189,RNA-binding protein,CASP RNA,TS257_1,51.146
CR1189,RNA-binding protein,CASP RNA,TS257_2,52.886
CR1189,RNA-binding protein,CASP RNA,TS257_3,51.698
CR1189,RNA-binding protein,CASP RNA,TS257_4,51.571
CR1189,RNA-binding protein,CASP RNA,TS257_5,51.702
CR1189,RNA-binding protein,CASP RNA,TS287_1,43.993
CR1189,RNA-binding protein,CASP RNA,TS287_2,53.185
CR1189,RNA-binding protein,CASP RNA,TS287_3,43.804
CR1189,RNA-binding protein,CASP RNA,TS287_4,57.031
CR1189,RNA-binding protein,CASP RNA,TS287_5,59.464
CR1189,RNA-binding protein,CASP RNA,TS385_1,29.714
CR1189,RNA-binding protein,CASP RNA,TS392_1,45.457
CR1189,RNA-binding protein,CASP RNA,TS392_2,43.433
CR1189,RNA-binding protein,CASP RNA,TS392_3,43.127
CR1189,RNA-binding protein,CASP RNA,TS392_4,44.579
CR1189,RNA-binding protein,CASP RNA,TS392_5,43.827
CR1189,RNA-binding protein,CASP RNA,TS434_1,33.484
CR1189,RNA-binding protein,CASP RNA,TS434_2,35.37
CR1189,RNA-binding protein,CASP RNA,TS434_3,34.7
CR1189,RNA-binding protein,CASP RNA,TS434_4,37.06
CR1189,RNA-binding protein,CASP RNA,TS434_5,34.735
CR1189,RNA-binding protein,CASP RNA,TS439_1,32.336
CR1189,RNA-binding protein,CASP RNA,TS439_2,41.184
CR1189,RNA-binding protein,CASP RNA,TS439_3,39.574
CR1189,RNA-binding protein,CASP RNA,TS439_4,47.068
CR1189,RNA-binding protein,CASP RNA,TS439_5,44.038
CR1189,RNA-binding protein,CASP RNA,TS444_1,50.09
CR1189,RNA-binding protein,CASP RNA,TS444_2,52.088
CR1189,RNA-binding protein,CASP RNA,TS444_3,51.865
CR1189,RNA-binding protein,CASP RNA,TS444_4,50.081
CR1189,RNA-binding protein,CASP RNA,TS444_5,50.085
CR1189,RNA-binding protein,CASP RNA,TS470_1,43.99
CR1189,RNA-binding protein,CASP RNA,TS470_2,44.844
CR1189,RNA-binding protein,CASP RNA,TS470_3,44.177
CR1189,RNA-binding protein,CASP RNA,TS470_4,44.961
CR1189,RNA-binding protein,CASP RNA,TS470_5,44.731
CR1189,RNA-binding protein,CASP RNA,TS489_1,43.99
CR1189,RNA-binding protein,CASP RNA,TS489_2,44.844
CR1189,RNA-binding protein,CASP RNA,TS489_3,44.177
CR1189,RNA-binding protein,CASP RNA,TS489_4,44.961
CR1189,RNA-binding protein,CASP RNA,TS489_5,44.731
CR1189,RNA-binding protein,CASP RNA,TS494_1,52.894
CR1189,RNA-binding protein,CASP RNA,TS494_2,52.91
CR1189,RNA-binding protein,CASP RNA,TS494_3,53.057
CR1189,RNA-binding protein,CASP RNA,TS494_4,53.001
CR1189,RNA-binding protein,CASP RNA,TS494_5,52.822
CR1190,RNA-binding protein,CASP RNA,TS029_1,19.06
CR1190,RNA-binding protein,CASP RNA,TS029_2,26.489
CR1190,RNA-binding protein,CASP RNA,TS029_3,18.895
CR1190,RNA-binding protein,CASP RNA,TS035_1,40.076
CR1190,RNA-binding protein,CASP RNA,TS035_2,40.076
CR1190,RNA-binding protein,CASP RNA,TS035_3,40.076
CR1190,RNA-binding protein,CASP RNA,TS035_4,33.838
CR1190,RNA-binding protein,CASP RNA,TS035_5,51.161
CR1190,RNA-binding protein,CASP RNA,TS054_1,38.626
CR1190,RNA-binding protein,CASP RNA,TS054_2,38.626
CR1190,RNA-binding protein,CASP RNA,TS054_3,38.626
CR1190,RNA-binding protein,CASP RNA,TS054_4,38.626
CR1190,RNA-binding protein,CASP RNA,TS054_5,42.072
CR1190,RNA-binding protein,CASP RNA,TS076_1,36.97
CR1190,RNA-binding protein,CASP RNA,TS076_2,34.572
CR1190,RNA-binding protein,CASP RNA,TS076_3,38.562
CR1190,RNA-binding protein,CASP RNA,TS076_4,34.795
CR1190,RNA-binding protein,CASP RNA,TS076_5,47.373
CR1190,RNA-binding protein,CASP RNA,TS081_1,51.12
CR1190,RNA-binding protein,CASP RNA,TS081_2,53.733
CR1190,RNA-binding protein,CASP RNA,TS081_3,51.424
CR1190,RNA-binding protein,CASP RNA,TS081_4,52.861
CR1190,RNA-binding protein,CASP RNA,TS081_5,47.213
CR1190,RNA-binding protein,CASP RNA,TS097_1,35.42
CR1190,RNA-binding protein,CASP RNA,TS119_1,45.2
CR1190,RNA-binding protein,CASP RNA,TS119_2,44.637
CR1190,RNA-binding protein,CASP RNA,TS119_3,55.258
CR1190,RNA-binding protein,CASP RNA,TS119_4,54.734
CR1190,RNA-binding protein,CASP RNA,TS119_5,62.523
CR1190,RNA-binding protein,CASP RNA,TS125_1,38.626
CR1190,RNA-binding protein,CASP RNA,TS125_2,38.626
CR1190,RNA-binding protein,CASP RNA,TS125_3,38.626
CR1190,RNA-binding protein,CASP RNA,TS125_4,38.626
CR1190,RNA-binding protein,CASP RNA,TS125_5,38.626
CR1190,RNA-binding protein,CASP RNA,TS131_1,53.82
CR1190,RNA-binding protein,CASP RNA,TS131_2,55.485
CR1190,RNA-binding protein,CASP RNA,TS131_3,59.106
CR1190,RNA-binding protein,CASP RNA,TS131_4,58.448
CR1190,RNA-binding protein,CASP RNA,TS131_5,57.114
CR1190,RNA-binding protein,CASP RNA,TS147_1,39.555
CR1190,RNA-binding protein,CASP RNA,TS147_2,38.751
CR1190,RNA-binding protein,CASP RNA,TS147_4,43.737
CR1190,RNA-binding protein,CASP RNA,TS147_5,42.628
CR1190,RNA-binding protein,CASP RNA,TS177_1,31.315
CR1190,RNA-binding protein,CASP RNA,TS177_2,31.469
CR1190,RNA-binding protein,CASP RNA,TS177_3,32.184
CR1190,RNA-binding protein,CASP RNA,TS185_1,39.999
CR1190,RNA-binding protein,CASP RNA,TS185_2,44.261
CR1190,RNA-binding protein,CASP RNA,TS185_3,42.037
CR1190,RNA-binding protein,CASP RNA,TS185_4,39.691
CR1190,RNA-binding protein,CASP RNA,TS185_5,40.342
CR1190,RNA-binding protein,CASP RNA,TS227_1,38.392
CR1190,RNA-binding protein,CASP RNA,TS227_2,42.951
CR1190,RNA-binding protein,CASP RNA,TS227_3,42.196
CR1190,RNA-binding protein,CASP RNA,TS227_4,39.878
CR1190,RNA-binding protein,CASP RNA,TS229_1,42.26
CR1190,RNA-binding protein,CASP RNA,TS229_2,41.612
CR1190,RNA-binding protein,CASP RNA,TS229_3,43.544
